chrom	start	end	name	idx	length	mid	cis	trans	peak	bias
V	764353	764852	V:764353-764852	1477	499	764602	1	0	False	1.0
V	821425	821924	V:821425-821924	1588	499	821674	1	0	False	1.0
V	821929	822428	V:821929-822428	1589	499	822178	1	0	False	1.0
V	835033	835532	V:835033-835532	1615	499	835282	1	0	False	1.0
V	843601	844100	V:843601-844100	1632	499	843850	1	0	False	1.0
V	860898	861397	V:860898-861397	1666	499	861147	2	0	True	1.0
V	889667	890144	V:889667-890144	1723	477	889905	1	0	False	1.0
V	891145	891644	V:891145-891644	1726	499	891394	1	0	False	1.0
V	891645	892123	V:891645-892123	1727	478	891884	1	0	False	1.0
V	916683	917182	V:916683-917182	1776	499	916932	1	0	False	1.0
V	937313	937812	V:937313-937812	1816	499	937562	1	0	False	1.0
V	959868	960367	V:959868-960367	1861	499	960117	1	0	False	1.0
V	960368	960867	V:960368-960867	1862	499	960617	1	0	False	1.0
V	1089070	1089569	V:1089070-1089569	2112	499	1089319	1	0	False	1.0
V	1092159	1092658	V:1092159-1092658	2118	499	1092408	1	0	False	1.0
V	1093389	1093888	V:1093389-1093888	2120	499	1093638	1	0	False	1.0
V	1112941	1113440	V:1112941-1113440	2158	499	1113190	1	0	False	1.0
V	1150190	1150675	V:1150190-1150675	2229	485	1150432	1	0	False	1.0
V	1179180	1179679	V:1179180-1179679	2286	499	1179429	1	0	False	1.0
V	1240211	1240665	V:1240211-1240665	2403	454	1240438	1	0	False	1.0
V	1243946	1244388	V:1243946-1244388	2409	442	1244167	1	0	False	1.0
V	1244849	1245348	V:1244849-1245348	2411	499	1245098	1	0	False	1.0
V	1359277	1359776	V:1359277-1359776	2631	499	1359526	1	0	False	1.0
V	1372444	1372943	V:1372444-1372943	2656	499	1372693	1	0	False	1.0
V	1383822	1384230	V:1383822-1384230	2679	408	1384026	1	0	False	1.0
V	1393130	1393629	V:1393130-1393629	2698	499	1393379	1	0	False	1.0
V	1393647	1394146	V:1393647-1394146	2699	499	1393896	1	0	False	1.0
V	1421109	1421608	V:1421109-1421608	2751	499	1421358	1	0	False	1.0
V	1421664	1422163	V:1421664-1422163	2752	499	1421913	1	0	False	1.0
V	1485882	1486381	V:1485882-1486381	2871	499	1486131	1	1	False	1.0
V	1503876	1504375	V:1503876-1504375	2906	499	1504125	1	0	False	1.0
V	1509346	1509845	V:1509346-1509845	2917	499	1509595	1	0	False	1.0
V	1525230	1525729	V:1525230-1525729	2948	499	1525479	1	0	False	1.0
V	1532850	1533349	V:1532850-1533349	2963	499	1533099	1	0	False	1.0
V	1539457	1539956	V:1539457-1539956	2976	499	1539706	1	0	False	1.0
V	1547473	1547972	V:1547473-1547972	2991	499	1547722	1	0	False	1.0
V	1558055	1558554	V:1558055-1558554	3010	499	1558304	1	0	False	1.0
V	1558994	1559493	V:1558994-1559493	3011	499	1559243	1	0	False	1.0
V	1573321	1573820	V:1573321-1573820	3038	499	1573570	2	0	True	1.0
V	1605544	1606018	V:1605544-1606018	3100	474	1605781	1	0	False	1.0
V	1610505	1611004	V:1610505-1611004	3109	499	1610754	1	0	False	1.0
V	1624884	1625338	V:1624884-1625338	3137	454	1625111	1	0	False	1.0
V	1641133	1641632	V:1641133-1641632	3168	499	1641382	1	0	False	1.0
V	1644323	1644822	V:1644323-1644822	3174	499	1644572	1	0	False	1.0
V	1653956	1654455	V:1653956-1654455	3193	499	1654205	1	0	False	1.0
V	1684927	1685426	V:1684927-1685426	3254	499	1685176	1	0	False	1.0
V	1685432	1685931	V:1685432-1685931	3255	499	1685681	1	0	False	1.0
V	1693259	1693758	V:1693259-1693758	3270	499	1693508	1	0	False	1.0
V	1723711	1724210	V:1723711-1724210	3330	499	1723960	1	0	False	1.0
V	1728247	1728746	V:1728247-1728746	3339	499	1728496	1	0	False	1.0
V	1728751	1729250	V:1728751-1729250	3340	499	1729000	1	0	False	1.0
V	1759596	1760095	V:1759596-1760095	3401	499	1759845	1	0	False	1.0
V	1766552	1767051	V:1766552-1767051	3414	499	1766801	2	0	True	1.0
V	1774439	1774938	V:1774439-1774938	3429	499	1774688	1	1	False	1.0
V	1794069	1794568	V:1794069-1794568	3465	499	1794318	1	0	False	1.0
V	1794586	1795085	V:1794586-1795085	3466	499	1794835	1	0	False	1.0
V	1809932	1810366	V:1809932-1810366	3496	434	1810149	1	0	False	1.0
V	1816552	1817051	V:1816552-1817051	3509	499	1816801	1	0	False	1.0
V	1819654	1820153	V:1819654-1820153	3515	499	1819903	1	0	False	1.0
V	1827768	1828267	V:1827768-1828267	3531	499	1828017	1	0	False	1.0
V	1848470	1848969	V:1848470-1848969	3572	499	1848719	1	0	False	1.0
V	1850490	1850989	V:1850490-1850989	3576	499	1850739	1	0	False	1.0
V	1850995	1851494	V:1850995-1851494	3577	499	1851244	1	0	False	1.0
V	1856759	1857258	V:1856759-1857258	3588	499	1857008	1	0	False	1.0
V	1915865	1916364	V:1915865-1916364	3701	499	1916114	1	0	False	1.0
V	1916387	1916886	V:1916387-1916886	3702	499	1916636	1	0	False	1.0
V	1931163	1931662	V:1931163-1931662	3731	499	1931412	1	0	False	1.0
V	1944481	1944980	V:1944481-1944980	3757	499	1944730	2	0	True	1.0
V	1954155	1954654	V:1954155-1954654	3776	499	1954404	1	0	False	1.0
V	1968695	1969194	V:1968695-1969194	3803	499	1968944	1	0	False	1.0
V	2004760	2005259	V:2004760-2005259	3872	499	2005009	1	0	False	1.0
V	2005271	2005770	V:2005271-2005770	3873	499	2005520	1	0	False	1.0
V	2009350	2009849	V:2009350-2009849	3881	499	2009599	1	0	False	1.0
V	2009852	2010351	V:2009852-2010351	3882	499	2010101	1	0	False	1.0
V	2027422	2027921	V:2027422-2027921	3917	499	2027671	1	0	False	1.0
V	2034450	2034949	V:2034450-2034949	3931	499	2034699	1	0	False	1.0
V	2035956	2036455	V:2035956-2036455	3934	499	2036205	1	0	False	1.0
V	2081307	2081806	V:2081307-2081806	4019	499	2081556	1	0	False	1.0
V	2119412	2119911	V:2119412-2119911	4093	499	2119661	1	0	False	1.0
V	2130098	2130597	V:2130098-2130597	4113	499	2130347	1	0	False	1.0
V	2145251	2145750	V:2145251-2145750	4141	499	2145500	1	0	False	1.0
V	2163972	2164471	V:2163972-2164471	4177	499	2164221	1	0	False	1.0
V	2164481	2164980	V:2164481-2164980	4178	499	2164730	1	0	False	1.0
V	2173643	2174142	V:2173643-2174142	4196	499	2173892	1	0	False	1.0
V	2181198	2181697	V:2181198-2181697	4211	499	2181447	1	0	False	1.0
V	2198540	2199039	V:2198540-2199039	4243	499	2198789	1	0	False	1.0
V	2199040	2199539	V:2199040-2199539	4244	499	2199289	1	0	False	1.0
V	2218289	2218788	V:2218289-2218788	4281	499	2218538	1	0	False	1.0
V	2223152	2223651	V:2223152-2223651	4290	499	2223401	1	0	False	1.0
V	2256160	2256659	V:2256160-2256659	4353	499	2256409	1	0	False	1.0
V	2263222	2263721	V:2263222-2263721	4366	499	2263471	1	0	False	1.0
V	2274186	2274685	V:2274186-2274685	4387	499	2274435	1	0	False	1.0
V	2299000	2299499	V:2299000-2299499	4434	499	2299249	1	0	False	1.0
V	2342461	2342960	V:2342461-2342960	4519	499	2342710	1	0	False	1.0
V	2342970	2343469	V:2342970-2343469	4520	499	2343219	1	0	False	1.0
V	2630105	2630604	V:2630105-2630604	5088	499	2630354	1	0	False	1.0
V	2681285	2681784	V:2681285-2681784	5185	499	2681534	1	0	False	1.0
V	2691374	2691873	V:2691374-2691873	5205	499	2691623	1	0	False	1.0
V	2697560	2698059	V:2697560-2698059	5217	499	2697809	1	0	False	1.0
V	2703778	2704277	V:2703778-2704277	5229	499	2704027	1	0	False	1.0
V	2705854	2706353	V:2705854-2706353	5233	499	2706103	1	0	False	1.0
V	2706868	2707362	V:2706868-2707362	5235	494	2707115	1	0	False	1.0
V	2707363	2707862	V:2707363-2707862	5236	499	2707612	1	0	False	1.0
V	2709858	2710357	V:2709858-2710357	5241	499	2710107	1	0	False	1.0
V	2721505	2722004	V:2721505-2722004	5263	499	2721754	1	0	False	1.0
V	2729185	2729684	V:2729185-2729684	5278	499	2729434	1	0	False	1.0
V	2734503	2735002	V:2734503-2735002	5288	499	2734752	1	0	False	1.0
V	2754434	2754933	V:2754434-2754933	5327	499	2754683	1	0	False	1.0
V	2788024	2788523	V:2788024-2788523	5393	499	2788273	1	0	False	1.0
V	2792104	2792603	V:2792104-2792603	5401	499	2792353	1	0	False	1.0
V	2824806	2825305	V:2824806-2825305	5463	499	2825055	1	0	False	1.0
V	2825306	2825805	V:2825306-2825805	5464	499	2825555	1	0	False	1.0
V	2838869	2839368	V:2838869-2839368	5491	499	2839118	1	0	False	1.0
V	2846429	2846928	V:2846429-2846928	5506	499	2846678	1	0	False	1.0
V	2878400	2878899	V:2878400-2878899	5569	499	2878649	1	0	False	1.0
V	2899757	2900256	V:2899757-2900256	5610	499	2900006	1	0	False	1.0
V	2950017	2950516	V:2950017-2950516	5710	499	2950266	1	0	False	1.0
V	2971279	2971778	V:2971279-2971778	5752	499	2971528	1	0	False	1.0
V	2981435	2981934	V:2981435-2981934	5772	499	2981684	1	0	False	1.0
V	2981943	2982442	V:2981943-2982442	5773	499	2982192	1	0	False	1.0
V	3025242	3025741	V:3025242-3025741	5858	499	3025491	1	0	False	1.0
V	3030771	3031270	V:3030771-3031270	5868	499	3031020	1	0	False	1.0
V	3037947	3038446	V:3037947-3038446	5882	499	3038196	1	0	False	1.0
V	3041367	3041866	V:3041367-3041866	5889	499	3041616	1	0	False	1.0
V	3058939	3059438	V:3058939-3059438	5923	499	3059188	1	0	False	1.0
V	3073638	3074137	V:3073638-3074137	5952	499	3073887	1	0	False	1.0
V	3087806	3088305	V:3087806-3088305	5980	499	3088055	1	0	False	1.0
V	3090824	3091323	V:3090824-3091323	5986	499	3091073	1	0	False	1.0
V	3100998	3101497	V:3100998-3101497	6006	499	3101247	1	0	False	1.0
V	3137434	3137933	V:3137434-3137933	6077	499	3137683	1	0	False	1.0
V	3141970	3142469	V:3141970-3142469	6086	499	3142219	1	0	False	1.0
V	3162019	3162518	V:3162019-3162518	6125	499	3162268	1	0	False	1.0
V	3168064	3168563	V:3168064-3168563	6137	499	3168313	1	0	False	1.0
V	3192504	3193003	V:3192504-3193003	6185	499	3192753	1	0	False	1.0
V	3221079	3221578	V:3221079-3221578	6239	499	3221328	1	0	False	1.0
V	3221580	3222079	V:3221580-3222079	6240	499	3221829	1	0	False	1.0
V	3248314	3248813	V:3248314-3248813	6293	499	3248563	1	0	False	1.0
V	3249838	3250337	V:3249838-3250337	6296	499	3250087	1	0	False	1.0
V	3288035	3288534	V:3288035-3288534	6368	499	3288284	1	0	False	1.0
V	3288592	3289091	V:3288592-3289091	6369	499	3288841	1	0	False	1.0
V	3301838	3302337	V:3301838-3302337	6396	499	3302087	1	0	False	1.0
V	3324464	3324963	V:3324464-3324963	6441	499	3324713	1	0	False	1.0
V	3324964	3325463	V:3324964-3325463	6442	499	3325213	1	0	False	1.0
V	3336964	3337463	V:3336964-3337463	6466	499	3337213	1	0	False	1.0
V	3349781	3350280	V:3349781-3350280	6490	499	3350030	1	0	False	1.0
V	3350303	3350802	V:3350303-3350802	6491	499	3350552	1	0	False	1.0
V	3360110	3360609	V:3360110-3360609	6509	499	3360359	1	0	False	1.0
V	3366657	3367156	V:3366657-3367156	6521	499	3366906	1	0	False	1.0
V	3370725	3371224	V:3370725-3371224	6529	499	3370974	1	0	False	1.0
V	3379725	3380224	V:3379725-3380224	6547	499	3379974	1	0	False	1.0
V	3382225	3382717	V:3382225-3382717	6552	492	3382471	1	0	False	1.0
V	3418894	3419393	V:3418894-3419393	6621	499	3419143	1	0	False	1.0
V	3522131	3522630	V:3522131-3522630	6820	499	3522380	1	1	False	1.0
V	3527464	3527963	V:3527464-3527963	6830	499	3527713	1	0	False	1.0
V	3528478	3528977	V:3528478-3528977	6832	499	3528727	1	0	False	1.0
V	3535067	3535566	V:3535067-3535566	6845	499	3535316	2	0	True	1.0
V	3546349	3546848	V:3546349-3546848	6867	499	3546598	1	0	False	1.0
V	3548397	3548896	V:3548397-3548896	6871	499	3548646	1	0	False	1.0
V	3557404	3557903	V:3557404-3557903	6889	499	3557653	1	0	False	1.0
V	3567148	3567647	V:3567148-3567647	6908	499	3567397	1	0	False	1.0
V	3587551	3587981	V:3587551-3587981	6949	430	3587766	1	0	False	1.0
V	3587982	3588300	V:3587982-3588300	6950	318	3588141	1	0	False	1.0
V	3600307	3600806	V:3600307-3600806	6975	499	3600556	1	0	False	1.0
V	3600812	3601311	V:3600812-3601311	6976	499	3601061	1	0	False	1.0
V	3603337	3603836	V:3603337-3603836	6981	499	3603586	1	0	False	1.0
V	3613177	3613676	V:3613177-3613676	7000	499	3613426	1	0	False	1.0
V	3619387	3619886	V:3619387-3619886	7012	499	3619636	1	0	False	1.0
V	3620947	3621446	V:3620947-3621446	7015	499	3621196	1	0	False	1.0
V	3629700	3630199	V:3629700-3630199	7032	499	3629949	1	0	False	1.0
V	3659817	3660316	V:3659817-3660316	7090	499	3660066	1	0	False	1.0
V	3678673	3679172	V:3678673-3679172	7127	499	3678922	1	0	False	1.0
V	3686247	3686746	V:3686247-3686746	7142	499	3686496	1	0	False	1.0
V	3686747	3687211	V:3686747-3687211	7143	464	3686979	1	0	False	1.0
V	3695806	3696305	V:3695806-3696305	7161	499	3696055	1	0	False	1.0
V	3705854	3706353	V:3705854-3706353	7180	499	3706103	1	0	False	1.0
V	3716777	3717257	V:3716777-3717257	7201	480	3717017	1	0	False	1.0
V	3765941	3766440	V:3765941-3766440	7295	499	3766190	1	0	False	1.0
V	3818373	3818872	V:3818373-3818872	7396	499	3818622	1	0	False	1.0
V	3860570	3861069	V:3860570-3861069	7479	499	3860819	2	0	True	1.0
V	3861070	3861569	V:3861070-3861569	7480	499	3861319	1	0	False	1.0
V	3863070	3863569	V:3863070-3863569	7484	499	3863319	2	0	True	1.0
V	3863570	3864069	V:3863570-3864069	7485	499	3863819	2	0	True	1.0
V	3891304	3891712	V:3891304-3891712	7538	408	3891508	1	0	False	1.0
V	3912606	3913105	V:3912606-3913105	7579	499	3912855	1	0	False	1.0
V	3941840	3942339	V:3941840-3942339	7635	499	3942089	1	0	False	1.0
V	3942354	3942853	V:3942354-3942853	7636	499	3942603	1	0	False	1.0
V	3946980	3947479	V:3946980-3947479	7645	499	3947229	1	0	False	1.0
V	3950064	3950563	V:3950064-3950563	7651	499	3950313	1	0	False	1.0
V	3953291	3953790	V:3953291-3953790	7657	499	3953540	1	0	False	1.0
V	3970373	3970872	V:3970373-3970872	7687	499	3970622	1	0	False	1.0
V	3970873	3971333	V:3970873-3971333	7688	460	3971103	1	0	False	1.0
V	3980994	3981493	V:3980994-3981493	7707	499	3981243	1	0	False	1.0
V	3998310	3998809	V:3998310-3998809	7740	499	3998559	1	0	False	1.0
V	3999342	3999841	V:3999342-3999841	7742	499	3999591	1	0	False	1.0
V	4000890	4001389	V:4000890-4001389	7745	499	4001139	1	0	False	1.0
V	4021569	4022068	V:4021569-4022068	7785	499	4021818	1	0	False	1.0
V	4057957	4058456	V:4057957-4058456	7854	499	4058206	1	0	False	1.0
V	4068770	4069269	V:4068770-4069269	7875	499	4069019	1	0	False	1.0
V	4073840	4074339	V:4073840-4074339	7885	499	4074089	1	0	False	1.0
V	4114738	4115237	V:4114738-4115237	7965	499	4114987	1	0	False	1.0
V	4115242	4115741	V:4115242-4115741	7966	499	4115491	1	0	False	1.0
V	4119778	4120277	V:4119778-4120277	7975	499	4120027	1	0	False	1.0
V	4129858	4130357	V:4129858-4130357	7995	499	4130107	1	0	False	1.0
V	4132919	4133418	V:4132919-4133418	8001	499	4133168	1	0	False	1.0
V	4135393	4135892	V:4135393-4135892	8006	499	4135642	1	0	False	1.0
V	4135909	4136408	V:4135909-4136408	8007	499	4136158	1	0	False	1.0
V	4157242	4157741	V:4157242-4157741	8046	499	4157491	1	0	False	1.0
V	4159974	4160453	V:4159974-4160453	8051	479	4160213	1	0	False	1.0
V	4176046	4176545	V:4176046-4176545	8081	499	4176295	1	0	False	1.0
V	4186349	4186823	V:4186349-4186823	8100	474	4186586	1	0	False	1.0
V	4186852	4187351	V:4186852-4187351	8101	499	4187101	1	0	False	1.0
V	4203156	4203655	V:4203156-4203655	8134	499	4203405	1	0	False	1.0
V	4212656	4213155	V:4212656-4213155	8153	499	4212905	1	0	False	1.0
V	4251247	4251746	V:4251247-4251746	8229	499	4251496	1	0	False	1.0
V	4251749	4252248	V:4251749-4252248	8230	499	4251998	1	0	False	1.0
V	4264801	4265300	V:4264801-4265300	8256	499	4265050	1	0	False	1.0
V	4294983	4295482	V:4294983-4295482	8316	499	4295232	1	0	False	1.0
V	4295483	4295982	V:4295483-4295982	8317	499	4295732	1	0	False	1.0
V	4295983	4296482	V:4295983-4296482	8318	499	4296232	1	0	False	1.0
V	4337471	4337970	V:4337471-4337970	8400	499	4337720	1	0	False	1.0
V	4337979	4338478	V:4337979-4338478	8401	499	4338228	1	0	False	1.0
V	4366540	4367039	V:4366540-4367039	8455	499	4366789	1	0	False	1.0
V	4367042	4367541	V:4367042-4367541	8456	499	4367291	1	0	False	1.0
V	4376125	4376624	V:4376125-4376624	8474	499	4376374	1	0	False	1.0
V	4407356	4407855	V:4407356-4407855	8535	499	4407605	1	0	False	1.0
V	4407859	4408358	V:4407859-4408358	8536	499	4408108	1	0	False	1.0
V	4416745	4417244	V:4416745-4417244	8554	499	4416994	1	1	False	1.0
V	4417245	4417744	V:4417245-4417744	8555	499	4417494	1	1	False	1.0
V	4437249	4437748	V:4437249-4437748	8594	499	4437498	1	0	False	1.0
V	4440482	4440981	V:4440482-4440981	8600	499	4440731	1	0	False	1.0
V	4444481	4444980	V:4444481-4444980	8608	499	4444730	1	0	False	1.0
V	4450593	4451092	V:4450593-4451092	8620	499	4450842	1	0	False	1.0
V	4461175	4461674	V:4461175-4461674	8641	499	4461424	1	0	False	1.0
V	4461679	4462178	V:4461679-4462178	8642	499	4461928	1	0	False	1.0
V	4484151	4484650	V:4484151-4484650	8687	499	4484400	1	0	False	1.0
V	4520307	4520806	V:4520307-4520806	8754	499	4520556	1	0	False	1.0
V	4538509	4539008	V:4538509-4539008	8788	499	4538758	1	0	False	1.0
V	4546655	4547154	V:4546655-4547154	8804	499	4546904	1	0	False	1.0
V	4548236	4548735	V:4548236-4548735	8807	499	4548485	1	0	False	1.0
V	4567982	4568481	V:4567982-4568481	8844	499	4568231	1	0	False	1.0
V	4574634	4575133	V:4574634-4575133	8855	499	4574883	1	0	False	1.0
V	4579152	4579651	V:4579152-4579651	8864	499	4579401	1	0	False	1.0
V	4589846	4590255	V:4589846-4590255	8884	409	4590050	1	0	False	1.0
V	4621451	4621950	V:4621451-4621950	8946	499	4621700	1	0	False	1.0
V	4621962	4622461	V:4621962-4622461	8947	499	4622211	1	0	False	1.0
V	4622473	4622972	V:4622473-4622972	8948	499	4622722	1	0	False	1.0
V	4627459	4627958	V:4627459-4627958	8958	499	4627708	1	0	False	1.0
V	4630710	4631209	V:4630710-4631209	8964	499	4630959	1	0	False	1.0
V	4632775	4633274	V:4632775-4633274	8968	499	4633024	1	0	False	1.0
V	4664038	4664537	V:4664038-4664537	9027	499	4664287	1	0	False	1.0
V	4671613	4672112	V:4671613-4672112	9042	499	4671862	1	0	False	1.0
V	4672118	4672617	V:4672118-4672617	9043	499	4672367	1	0	False	1.0
V	4678178	4678677	V:4678178-4678677	9055	499	4678427	1	0	False	1.0
V	4684743	4685242	V:4684743-4685242	9068	499	4684992	1	0	False	1.0
V	4698157	4698656	V:4698157-4698656	9093	499	4698406	1	0	False	1.0
V	4705491	4705990	V:4705491-4705990	9107	499	4705740	1	0	False	1.0
V	4706002	4706501	V:4706002-4706501	9108	499	4706251	1	0	False	1.0
V	4706513	4707012	V:4706513-4707012	9109	499	4706762	1	0	False	1.0
V	4736141	4736640	V:4736141-4736640	9165	499	4736390	1	0	False	1.0
V	4745274	4745773	V:4745274-4745773	9183	499	4745523	1	1	False	1.0
V	4754075	4754574	V:4754075-4754574	9200	499	4754324	1	0	False	1.0
V	4761714	4762213	V:4761714-4762213	9214	499	4761963	1	0	False	1.0
V	4787739	4788238	V:4787739-4788238	9265	499	4787988	1	0	False	1.0
V	4800552	4801051	V:4800552-4801051	9290	499	4800801	1	0	False	1.0
V	4803722	4804221	V:4803722-4804221	9296	499	4803971	1	0	False	1.0
V	4807705	4808154	V:4807705-4808154	9304	449	4807929	1	0	False	1.0
V	4824600	4825000	V:4824600-4825000	9336	400	4824800	1	0	False	1.0
V	4825001	4825451	V:4825001-4825451	9337	450	4825226	1	0	False	1.0
V	4826920	4827419	V:4826920-4827419	9340	499	4827169	1	0	False	1.0
V	4839777	4840276	V:4839777-4840276	9366	499	4840026	1	0	False	1.0
V	4845112	4845611	V:4845112-4845611	9376	499	4845361	1	0	False	1.0
V	4854608	4855107	V:4854608-4855107	9394	499	4854857	1	0	False	1.0
V	4855113	4855612	V:4855113-4855612	9395	499	4855362	1	0	False	1.0
V	4870935	4871434	V:4870935-4871434	9425	499	4871184	1	0	False	1.0
V	4888520	4888955	V:4888520-4888955	9460	435	4888737	1	1	False	1.0
V	4888956	4889392	V:4888956-4889392	9461	436	4889174	1	0	False	1.0
V	4895740	4896239	V:4895740-4896239	9474	499	4895989	1	0	False	1.0
V	4896262	4896761	V:4896262-4896761	9475	499	4896511	1	0	False	1.0
V	4911833	4912314	V:4911833-4912314	9504	481	4912073	1	0	False	1.0
V	4920557	4921056	V:4920557-4921056	9520	499	4920806	1	0	False	1.0
V	4960209	4960708	V:4960209-4960708	9599	499	4960458	1	0	False	1.0
V	4960765	4961264	V:4960765-4961264	9600	499	4961014	2	0	True	1.0
V	4964579	4965021	V:4964579-4965021	9607	442	4964800	1	0	False	1.0
V	4965022	4965388	V:4965022-4965388	9608	366	4965205	1	0	False	1.0
V	4973473	4973972	V:4973473-4973972	9624	499	4973722	1	0	False	1.0
V	5002268	5002767	V:5002268-5002767	9680	499	5002517	1	0	False	1.0
V	5061158	5061657	V:5061158-5061657	9793	499	5061407	1	0	False	1.0
V	5102681	5103180	V:5102681-5103180	9873	499	5102930	1	0	False	1.0
V	5110631	5111130	V:5110631-5111130	9889	499	5110880	1	0	False	1.0
V	5113796	5114295	V:5113796-5114295	9895	499	5114045	1	0	False	1.0
V	5128421	5128920	V:5128421-5128920	9923	499	5128670	2	0	True	1.0
V	5196863	5197362	V:5196863-5197362	10057	499	5197112	1	0	False	1.0
V	5205915	5206414	V:5205915-5206414	10074	499	5206164	1	0	False	1.0
V	5216422	5216921	V:5216422-5216921	10096	499	5216671	1	0	False	1.0
V	5216927	5217426	V:5216927-5217426	10097	499	5217176	1	0	False	1.0
V	5225574	5226073	V:5225574-5226073	10113	499	5225823	1	0	False	1.0
V	5246918	5247417	V:5246918-5247417	10152	499	5247167	1	0	False	1.0
V	5267839	5268338	V:5267839-5268338	10193	499	5268088	1	0	False	1.0
V	5277003	5277502	V:5277003-5277502	10210	499	5277252	1	0	False	1.0
V	5298091	5298590	V:5298091-5298590	10249	499	5298340	1	0	False	1.0
V	5299590	5300089	V:5299590-5300089	10252	499	5299839	1	0	False	1.0
V	5334015	5334514	V:5334015-5334514	10317	499	5334264	1	0	False	1.0
V	5334519	5335018	V:5334519-5335018	10318	499	5334768	1	0	False	1.0
V	5366824	5367323	V:5366824-5367323	10382	499	5367073	1	0	False	1.0
V	5419313	5419812	V:5419313-5419812	10484	499	5419562	1	0	False	1.0
V	5430101	5430600	V:5430101-5430600	10504	499	5430350	1	0	False	1.0
V	5430630	5431129	V:5430630-5431129	10505	499	5430879	1	0	False	1.0
V	5493207	5493706	V:5493207-5493706	10624	499	5493456	1	0	False	1.0
V	5534752	5535251	V:5534752-5535251	10704	499	5535001	1	0	False	1.0
V	5548446	5548921	V:5548446-5548921	10731	475	5548683	1	0	False	1.0
V	5564040	5564539	V:5564040-5564539	10761	499	5564289	1	0	False	1.0
V	5564545	5565044	V:5564545-5565044	10762	499	5564794	1	0	False	1.0
V	5594807	5595306	V:5594807-5595306	10821	499	5595056	1	0	False	1.0
