chrom	start	end	name	idx	length	mid	cis	trans	peak	bias
I	481943	482442	I:481943-482442	916	499	482192	1	0	False	1.0
I	488676	489175	I:488676-489175	929	499	488925	1	0	False	1.0
I	490208	490707	I:490208-490707	932	499	490457	1	0	False	1.0
I	492630	493009	I:492630-493009	937	379	492819	1	0	False	1.0
I	494237	494736	I:494237-494736	940	499	494486	1	0	False	1.0
I	503036	503535	I:503036-503535	957	499	503285	1	0	False	1.0
I	504058	504557	I:504058-504557	959	499	504307	1	0	False	1.0
I	513496	513995	I:513496-513995	978	499	513745	1	0	False	1.0
I	518442	518868	I:518442-518868	988	426	518655	1	0	False	1.0
I	518869	519322	I:518869-519322	989	453	519095	1	1	False	1.0
I	520720	521219	I:520720-521219	993	499	520969	1	0	False	1.0
I	521262	521761	I:521262-521761	994	499	521511	1	0	False	1.0
I	522382	522881	I:522382-522881	996	499	522631	1	0	False	1.0
I	524930	525429	I:524930-525429	1001	499	525179	1	0	False	1.0
I	527477	527849	I:527477-527849	1006	372	527663	1	0	False	1.0
I	527850	528337	I:527850-528337	1007	487	528093	1	0	False	1.0
I	530951	531327	I:530951-531327	1014	376	531139	1	0	False	1.0
I	543750	544249	I:543750-544249	1040	499	543999	1	1	False	1.0
I	550284	550778	I:550284-550778	1051	494	550531	1	0	False	1.0
I	551819	552318	I:551819-552318	1054	499	552068	1	0	False	1.0
I	552335	552834	I:552335-552834	1055	499	552584	1	0	False	1.0
I	554399	554898	I:554399-554898	1059	499	554648	1	0	False	1.0
I	554915	555414	I:554915-555414	1060	499	555164	1	0	False	1.0
I	559315	559814	I:559315-559814	1068	499	559564	1	0	False	1.0
I	572064	572563	I:572064-572563	1093	499	572313	1	0	False	1.0
I	576504	577003	I:576504-577003	1102	499	576753	1	0	False	1.0
I	582103	582602	I:582103-582602	1113	499	582352	1	0	False	1.0
I	584648	585147	I:584648-585147	1118	499	584897	1	0	False	1.0
I	586684	587183	I:586684-587183	1122	499	586933	1	0	False	1.0
I	588720	589219	I:588720-589219	1126	499	588969	1	0	False	1.0
I	589229	589728	I:589229-589728	1127	499	589478	1	0	False	1.0
I	592792	593291	I:592792-593291	1134	499	593041	1	0	False	1.0
I	597884	598383	I:597884-598383	1144	499	598133	1	0	False	1.0
I	606458	606957	I:606458-606957	1161	499	606707	1	0	False	1.0
I	615722	616221	I:615722-616221	1178	499	615971	1	0	False	1.0
I	652139	652638	I:652139-652638	1248	499	652388	1	0	False	1.0
I	666740	667206	I:666740-667206	1277	466	666973	1	0	False	1.0
I	668707	669206	I:668707-669206	1281	499	668956	1	0	False	1.0
I	685738	686237	I:685738-686237	1315	499	685987	1	0	False	1.0
I	690738	691211	I:690738-691211	1325	473	690974	1	0	False	1.0
I	691212	691711	I:691212-691711	1326	499	691461	1	0	False	1.0
I	716120	716572	I:716120-716572	1376	452	716346	1	0	False	1.0
I	717034	717533	I:717034-717533	1378	499	717283	1	0	False	1.0
I	720601	721100	I:720601-721100	1385	499	720850	1	0	False	1.0
I	728236	728735	I:728236-728735	1400	499	728485	1	0	False	1.0
I	728745	729244	I:728745-729244	1401	499	728994	1	0	False	1.0
I	738444	738943	I:738444-738943	1420	499	738693	1	0	False	1.0
I	757287	757786	I:757287-757786	1456	499	757536	1	0	False	1.0
I	757798	758297	I:757798-758297	1457	499	758047	1	0	False	1.0
I	788436	788935	I:788436-788935	1516	499	788685	1	0	False	1.0
I	803054	803553	I:803054-803553	1544	499	803303	1	0	False	1.0
I	815944	816383	I:815944-816383	1569	439	816163	1	0	False	1.0
I	826159	826658	I:826159-826658	1588	499	826408	2	0	True	1.0
I	827318	827817	I:827318-827817	1590	499	827567	1	0	False	1.0
I	842665	843164	I:842665-843164	1617	499	842914	1	0	False	1.0
I	843715	844173	I:843715-844173	1619	458	843944	1	0	False	1.0
I	860081	860580	I:860081-860580	1652	499	860330	1	0	False	1.0
I	860582	861081	I:860582-861081	1653	499	860831	1	1	False	1.0
I	862085	862584	I:862085-862584	1656	499	862334	1	0	False	1.0
I	863087	863586	I:863087-863586	1658	499	863336	1	0	False	1.0
I	864089	864588	I:864089-864588	1660	499	864338	1	0	False	1.0
I	864590	865089	I:864590-865089	1661	499	864839	1	0	False	1.0
I	870101	870600	I:870101-870600	1672	499	870350	1	0	False	1.0
I	870602	871101	I:870602-871101	1673	499	870851	1	1	False	1.0
I	878649	879148	I:878649-879148	1689	499	878898	1	0	False	1.0
I	896826	897325	I:896826-897325	1724	499	897075	1	0	False	1.0
I	915839	916338	I:915839-916338	1762	499	916088	1	0	False	1.0
I	951281	951780	I:951281-951780	1830	499	951530	1	0	False	1.0
I	955854	956306	I:955854-956306	1840	452	956080	1	0	False	1.0
I	965345	965844	I:965345-965844	1859	499	965594	1	0	False	1.0
I	965864	966363	I:965864-966363	1860	499	966113	1	0	False	1.0
I	966383	966882	I:966383-966882	1861	499	966632	1	0	False	1.0
I	966902	967401	I:966902-967401	1862	499	967151	1	0	False	1.0
I	989328	989778	I:989328-989778	1902	450	989553	1	0	False	1.0
I	989779	990230	I:989779-990230	1903	451	990004	1	0	False	1.0
I	1003783	1004282	I:1003783-1004282	1929	499	1004032	1	0	False	1.0
I	1006826	1007325	I:1006826-1007325	1935	499	1007075	1	0	False	1.0
I	1014323	1014822	I:1014323-1014822	1950	499	1014572	1	0	False	1.0
I	1014874	1015373	I:1014874-1015373	1951	499	1015123	1	0	False	1.0
I	1023012	1023511	I:1023012-1023511	1967	499	1023261	1	0	False	1.0
I	1023514	1024013	I:1023514-1024013	1968	499	1023763	1	0	False	1.0
I	1032268	1032767	I:1032268-1032767	1985	499	1032517	1	0	False	1.0
I	1050762	1051238	I:1050762-1051238	2020	476	1051000	1	0	False	1.0
I	1071393	1071892	I:1071393-1071892	2061	499	1071642	1	0	False	1.0
I	1072968	1073467	I:1072968-1073467	2064	499	1073217	1	0	False	1.0
I	1077666	1078165	I:1077666-1078165	2073	499	1077915	1	0	False	1.0
I	1080256	1080755	I:1080256-1080755	2078	499	1080505	1	0	False	1.0
I	1080774	1081273	I:1080774-1081273	2079	499	1081023	1	0	False	1.0
I	1098501	1099000	I:1098501-1099000	2114	499	1098750	1	0	False	1.0
I	1102653	1103152	I:1102653-1103152	2122	499	1102902	1	0	False	1.0
I	1110420	1110919	I:1110420-1110919	2137	499	1110669	1	0	False	1.0
I	1116123	1116622	I:1116123-1116622	2148	499	1116372	1	0	False	1.0
I	1131256	1131755	I:1131256-1131755	2176	499	1131505	1	0	False	1.0
I	1142306	1142805	I:1142306-1142805	2197	499	1142555	1	0	False	1.0
I	1146434	1146933	I:1146434-1146933	2205	499	1146683	1	0	False	1.0
I	1146950	1147449	I:1146950-1147449	2206	499	1147199	1	0	False	1.0
I	1147466	1147965	I:1147466-1147965	2207	499	1147715	1	0	False	1.0
I	1159963	1160462	I:1159963-1160462	2230	499	1160212	1	0	False	1.0
I	1164619	1165118	I:1164619-1165118	2239	499	1164868	1	0	False	1.0
I	1165140	1165639	I:1165140-1165639	2240	499	1165389	1	0	False	1.0
I	1174225	1174724	I:1174225-1174724	2258	499	1174474	1	0	False	1.0
I	1187754	1188253	I:1187754-1188253	2285	499	1188003	1	0	False	1.0
I	1207969	1208468	I:1207969-1208468	2325	499	1208218	1	0	False	1.0
I	1217765	1218264	I:1217765-1218264	2344	499	1218014	2	0	True	1.0
I	1218374	1218873	I:1218374-1218873	2345	499	1218623	1	0	False	1.0
I	1227086	1227585	I:1227086-1227585	2362	499	1227335	2	0	True	1.0
I	1241212	1241711	I:1241212-1241711	2388	499	1241461	1	1	False	1.0
I	1256468	1256967	I:1256468-1256967	2418	499	1256717	1	0	False	1.0
I	1261452	1261951	I:1261452-1261951	2426	499	1261701	1	0	False	1.0
I	1261952	1262428	I:1261952-1262428	2427	476	1262190	1	0	False	1.0
I	1266528	1267027	I:1266528-1267027	2436	499	1266777	1	0	False	1.0
I	1268109	1268608	I:1268109-1268608	2439	499	1268358	1	0	False	1.0
I	1275816	1276315	I:1275816-1276315	2453	499	1276065	1	0	False	1.0
I	1277352	1277851	I:1277352-1277851	2456	499	1277601	1	0	False	1.0
I	1277864	1278363	I:1277864-1278363	2457	499	1278113	1	0	False	1.0
I	1278888	1279387	I:1278888-1279387	2459	499	1279137	1	0	False	1.0
I	1288628	1289127	I:1288628-1289127	2478	499	1288877	1	0	False	1.0
I	1294714	1295213	I:1294714-1295213	2489	499	1294963	1	0	False	1.0
I	1295919	1296418	I:1295919-1296418	2491	499	1296168	1	0	False	1.0
I	1296464	1296963	I:1296464-1296963	2492	499	1296713	1	0	False	1.0
I	1297597	1298096	I:1297597-1298096	2494	499	1297846	1	0	False	1.0
I	1306070	1306569	I:1306070-1306569	2511	499	1306319	1	0	False	1.0
I	1311479	1311978	I:1311479-1311978	2521	499	1311728	1	0	False	1.0
I	1314781	1315280	I:1314781-1315280	2526	499	1315030	1	0	False	1.0
I	1315373	1315872	I:1315373-1315872	2527	499	1315622	1	0	False	1.0
I	1316910	1317409	I:1316910-1317409	2529	499	1317159	1	0	False	1.0
I	1322925	1323424	I:1322925-1323424	2541	499	1323174	1	0	False	1.0
I	1329382	1329881	I:1329382-1329881	2553	499	1329631	1	0	False	1.0
I	1329931	1330430	I:1329931-1330430	2554	499	1330180	1	0	False	1.0
I	1331511	1332010	I:1331511-1332010	2557	499	1331760	1	0	False	1.0
I	1336597	1337096	I:1336597-1337096	2567	499	1336846	1	0	False	1.0
I	1337097	1337564	I:1337097-1337564	2568	467	1337330	1	0	False	1.0
I	1337565	1338064	I:1337565-1338064	2569	499	1337814	2	0	True	1.0
I	1338065	1338564	I:1338065-1338564	2570	499	1338314	1	0	False	1.0
I	1338565	1339064	I:1338565-1339064	2571	499	1338814	1	0	False	1.0
I	1339976	1340383	I:1339976-1340383	2574	407	1340179	1	0	False	1.0
I	1340829	1341255	I:1340829-1341255	2576	426	1341042	1	0	False	1.0
I	1354286	1354785	I:1354286-1354785	2602	499	1354535	1	0	False	1.0
I	1363532	1364031	I:1363532-1364031	2620	499	1363781	1	0	False	1.0
I	1398653	1399152	I:1398653-1399152	2687	499	1398902	1	0	False	1.0
I	1402717	1403216	I:1402717-1403216	2695	499	1402966	1	0	False	1.0
I	1409838	1410337	I:1409838-1410337	2709	499	1410087	1	0	False	1.0
I	1413838	1414337	I:1413838-1414337	2717	499	1414087	1	0	False	1.0
I	1435487	1435915	I:1435487-1435915	2759	428	1435701	1	0	False	1.0
I	1444033	1444532	I:1444033-1444532	2776	499	1444282	2	0	True	1.0
I	1445142	1445641	I:1445142-1445641	2778	499	1445391	1	0	False	1.0
I	1462908	1463407	I:1462908-1463407	2812	499	1463157	1	0	False	1.0
I	1463410	1463909	I:1463410-1463909	2813	499	1463659	1	0	False	1.0
I	1471951	1472450	I:1471951-1472450	2830	499	1472200	1	0	False	1.0
I	1502441	1502940	I:1502441-1502940	2889	499	1502690	1	0	False	1.0
I	1511686	1512185	I:1511686-1512185	2907	499	1511935	1	0	False	1.0
I	1524947	1525446	I:1524947-1525446	2933	499	1525196	1	1	False	1.0
I	1527977	1528476	I:1527977-1528476	2939	499	1528226	1	0	False	1.0
I	1528482	1528981	I:1528482-1528981	2940	499	1528731	1	0	False	1.0
I	1544416	1544915	I:1544416-1544915	2971	499	1544665	1	0	False	1.0
I	1544940	1545439	I:1544940-1545439	2972	499	1545189	1	0	False	1.0
I	1549089	1549588	I:1549089-1549588	2980	499	1549338	1	0	False	1.0
I	1549600	1550099	I:1549600-1550099	2981	499	1549849	1	0	False	1.0
I	1550111	1550610	I:1550111-1550610	2982	499	1550360	1	0	False	1.0
I	1574752	1575251	I:1574752-1575251	3030	499	1575001	1	0	False	1.0
I	1595907	1596406	I:1595907-1596406	3069	499	1596156	1	0	False	1.0
I	1596422	1596921	I:1596422-1596921	3070	499	1596671	1	0	False	1.0
I	1609940	1610439	I:1609940-1610439	3097	499	1610189	1	0	False	1.0
I	1611982	1612481	I:1611982-1612481	3101	499	1612231	1	0	False	1.0
I	1612494	1612993	I:1612494-1612993	3102	499	1612743	1	0	False	1.0
I	1614542	1615041	I:1614542-1615041	3106	499	1614791	1	0	False	1.0
I	1616078	1616577	I:1616078-1616577	3109	499	1616327	1	0	False	1.0
I	1616590	1617089	I:1616590-1617089	3110	499	1616839	1	0	False	1.0
I	1617102	1617601	I:1617102-1617601	3111	499	1617351	1	0	False	1.0
I	1618126	1618625	I:1618126-1618625	3113	499	1618375	1	0	False	1.0
I	1626838	1627337	I:1626838-1627337	3130	499	1627087	2	0	True	1.0
I	1649210	1649709	I:1649210-1649709	3173	499	1649459	1	0	False	1.0
I	1649710	1650209	I:1649710-1650209	3174	499	1649959	1	0	False	1.0
I	1654448	1654947	I:1654448-1654947	3183	499	1654697	2	0	True	1.0
I	1672222	1672721	I:1672222-1672721	3217	499	1672471	1	0	False	1.0
I	1672735	1673234	I:1672735-1673234	3218	499	1672984	1	0	False	1.0
I	1674316	1674815	I:1674316-1674815	3221	499	1674565	1	0	False	1.0
I	1678808	1679307	I:1678808-1679307	3230	499	1679057	1	0	False	1.0
I	1684478	1684977	I:1684478-1684977	3241	499	1684727	1	0	False	1.0
I	1690406	1690905	I:1690406-1690905	3252	499	1690655	1	0	False	1.0
I	1690936	1691326	I:1690936-1691326	3253	390	1691131	2	0	True	1.0
I	1691327	1691718	I:1691327-1691718	3254	391	1691522	1	0	False	1.0
I	1693970	1694469	I:1693970-1694469	3259	499	1694219	1	0	False	1.0
I	1701130	1701629	I:1701130-1701629	3272	499	1701379	1	0	False	1.0
I	1711935	1712434	I:1711935-1712434	3293	499	1712184	1	0	False	1.0
I	1716182	1716681	I:1716182-1716681	3301	499	1716431	1	0	False	1.0
I	1718975	1719474	I:1718975-1719474	3306	499	1719224	1	0	False	1.0
I	1725086	1725585	I:1725086-1725585	3317	499	1725335	1	0	False	1.0
I	1726136	1726635	I:1726136-1726635	3319	499	1726385	1	0	False	1.0
I	1726661	1727160	I:1726661-1727160	3320	499	1726910	1	0	False	1.0
I	1730428	1730885	I:1730428-1730885	3327	457	1730656	1	0	False	1.0
I	1730886	1731385	I:1730886-1731385	3328	499	1731135	1	0	False	1.0
I	1731902	1732401	I:1731902-1732401	3330	499	1732151	1	0	False	1.0
I	1732413	1732912	I:1732413-1732912	3331	499	1732662	1	0	False	1.0
I	1736501	1737000	I:1736501-1737000	3339	499	1736750	1	0	False	1.0
I	1737012	1737511	I:1737012-1737511	3340	499	1737261	1	0	False	1.0
I	1744193	1744692	I:1744193-1744692	3354	499	1744442	1	0	False	1.0
I	1759422	1759921	I:1759422-1759921	3384	499	1759671	1	0	False	1.0
I	1759923	1760422	I:1759923-1760422	3385	499	1760172	1	0	False	1.0
I	1762428	1762927	I:1762428-1762927	3390	499	1762677	1	0	False	1.0
I	1774484	1774983	I:1774484-1774983	3414	499	1774733	1	0	False	1.0
I	1777934	1778433	I:1777934-1778433	3420	499	1778183	1	0	False	1.0
I	1780606	1781105	I:1780606-1781105	3425	499	1780855	1	0	False	1.0
I	1803105	1803604	I:1803105-1803604	3468	499	1803354	1	0	False	1.0
I	1811118	1811617	I:1811118-1811617	3483	499	1811367	1	0	False	1.0
I	1832029	1832482	I:1832029-1832482	3524	453	1832255	1	0	False	1.0
I	1833626	1834125	I:1833626-1834125	3527	499	1833875	1	0	False	1.0
I	1838014	1838513	I:1838014-1838513	3534	499	1838263	2	0	True	1.0
I	1838537	1839036	I:1838537-1839036	3535	499	1838786	1	0	False	1.0
I	1841105	1841526	I:1841105-1841526	3540	421	1841315	1	0	False	1.0
I	1852932	1853333	I:1852932-1853333	3563	401	1853132	1	0	False	1.0
I	1862176	1862675	I:1862176-1862675	3581	499	1862425	1	0	False	1.0
I	1874868	1875358	I:1874868-1875358	3604	490	1875113	1	0	False	1.0
I	1875359	1875858	I:1875359-1875858	3605	499	1875608	1	0	False	1.0
I	1875859	1876349	I:1875859-1876349	3606	490	1876104	1	1	False	1.0
I	1883341	1883840	I:1883341-1883840	3620	499	1883590	1	0	False	1.0
I	1889923	1890422	I:1889923-1890422	3633	499	1890172	1	0	False	1.0
I	1908003	1908502	I:1908003-1908502	3669	499	1908252	1	0	False	1.0
I	1913264	1913763	I:1913264-1913763	3679	499	1913513	1	0	False	1.0
I	1913810	1914309	I:1913810-1914309	3680	499	1914059	1	0	False	1.0
I	1925086	1925585	I:1925086-1925585	3702	499	1925335	1	0	False	1.0
I	1953218	1953717	I:1953218-1953717	3758	499	1953467	1	0	False	1.0
I	1967946	1968445	I:1967946-1968445	3787	499	1968195	1	0	False	1.0
I	1972521	1973020	I:1972521-1973020	3796	499	1972770	2	0	True	1.0
I	1978188	1978480	I:1978188-1978480	3807	292	1978334	1	0	False	1.0
I	2004671	2005170	I:2004671-2005170	3861	499	2004920	1	0	False	1.0
I	2005171	2005670	I:2005171-2005670	3862	499	2005420	1	0	False	1.0
I	2008171	2008670	I:2008171-2008670	3868	499	2008420	1	0	False	1.0
I	2009171	2009670	I:2009171-2009670	3870	499	2009420	1	0	False	1.0
I	2012122	2012621	I:2012122-2012621	3876	499	2012371	1	0	False	1.0
I	2018252	2018751	I:2018252-2018751	3888	499	2018501	1	0	False	1.0
I	2018802	2019301	I:2018802-2019301	3889	499	2019051	1	0	False	1.0
I	2019875	2020374	I:2019875-2020374	3891	499	2020124	1	0	False	1.0
I	2026452	2026951	I:2026452-2026951	3903	499	2026701	1	0	False	1.0
I	2026955	2027454	I:2026955-2027454	3904	499	2027204	1	1	False	1.0
I	2029470	2029969	I:2029470-2029969	3909	499	2029719	1	0	False	1.0
I	2040982	2041481	I:2040982-2041481	3932	499	2041231	1	0	False	1.0
I	2041966	2042465	I:2041966-2042465	3934	499	2042215	1	0	False	1.0
I	2052481	2052980	I:2052481-2052980	3954	499	2052730	1	0	False	1.0
I	2055564	2056063	I:2055564-2056063	3960	499	2055813	1	0	False	1.0
I	2117134	2117633	I:2117134-2117633	4078	499	2117383	1	0	False	1.0
I	2129695	2130194	I:2129695-2130194	4102	499	2129944	1	0	False	1.0
I	2131731	2132230	I:2131731-2132230	4106	499	2131980	1	0	False	1.0
I	2133767	2134266	I:2133767-2134266	4110	499	2134016	1	0	False	1.0
I	2134276	2134775	I:2134276-2134775	4111	499	2134525	1	0	False	1.0
I	2149622	2150121	I:2149622-2150121	4141	499	2149871	1	0	False	1.0
I	2150122	2150621	I:2150122-2150621	4142	499	2150371	1	0	False	1.0
I	2164649	2165148	I:2164649-2165148	4171	499	2164898	1	0	False	1.0
I	2165162	2165661	I:2165162-2165661	4172	499	2165411	1	0	False	1.0
I	2170287	2170786	I:2170287-2170786	4182	499	2170536	1	0	False	1.0
I	2172748	2173247	I:2172748-2173247	4187	499	2172997	1	0	False	1.0
I	2175248	2175747	I:2175248-2175747	4192	499	2175497	1	0	False	1.0
I	2205095	2205594	I:2205095-2205594	4248	499	2205344	1	0	False	1.0
I	2214968	2215467	I:2214968-2215467	4267	499	2215217	1	0	False	1.0
I	2216968	2217467	I:2216968-2217467	4271	499	2217217	1	0	False	1.0
I	2220603	2221102	I:2220603-2221102	4278	499	2220852	1	0	False	1.0
I	2222072	2222571	I:2222072-2222571	4281	499	2222321	1	0	False	1.0
I	2222572	2223071	I:2222572-2223071	4282	499	2222821	1	0	False	1.0
I	2223072	2223571	I:2223072-2223571	4283	499	2223321	1	0	False	1.0
I	2238072	2238571	I:2238072-2238571	4313	499	2238321	1	0	False	1.0
I	2239072	2239571	I:2239072-2239571	4315	499	2239321	1	0	False	1.0
I	2257745	2258244	I:2257745-2258244	4352	499	2257994	1	0	False	1.0
I	2260245	2260744	I:2260245-2260744	4357	499	2260494	1	0	False	1.0
I	2262245	2262744	I:2262245-2262744	4361	499	2262494	1	0	False	1.0
I	2262745	2263244	I:2262745-2263244	4362	499	2262994	1	0	False	1.0
I	2283298	2283797	I:2283298-2283797	4402	499	2283547	1	0	False	1.0
I	2295339	2295838	I:2295339-2295838	4425	499	2295588	1	0	False	1.0
I	2295857	2296356	I:2295857-2296356	4426	499	2296106	1	0	False	1.0
I	2302648	2303147	I:2302648-2303147	4439	499	2302897	1	0	False	1.0
I	2305875	2306374	I:2305875-2306374	4445	499	2306124	1	0	False	1.0
I	2309633	2310132	I:2309633-2310132	4452	499	2309882	1	0	False	1.0
I	2310134	2310633	I:2310134-2310633	4453	499	2310383	1	0	False	1.0
I	2310635	2311134	I:2310635-2311134	4454	499	2310884	1	1	False	1.0
I	2316360	2316849	I:2316360-2316849	4465	489	2316604	1	0	False	1.0
I	2318340	2318737	I:2318340-2318737	4469	397	2318538	1	0	False	1.0
I	2318738	2319135	I:2318738-2319135	4470	397	2318936	1	0	False	1.0
I	2321203	2321702	I:2321203-2321702	4475	499	2321452	1	0	False	1.0
I	2335300	2335799	I:2335300-2335799	4502	499	2335549	1	0	False	1.0
I	2336381	2336880	I:2336381-2336880	4504	499	2336630	1	0	False	1.0
I	2341961	2342460	I:2341961-2342460	4514	499	2342210	1	0	False	1.0
I	2359783	2360282	I:2359783-2360282	4549	499	2360032	1	0	False	1.0
I	2394352	2394851	I:2394352-2394851	4617	499	2394601	1	0	False	1.0
I	2400400	2400899	I:2400400-2400899	4629	499	2400649	1	0	False	1.0
I	2400902	2401401	I:2400902-2401401	4630	499	2401151	1	0	False	1.0
I	2406355	2406854	I:2406355-2406854	4641	499	2406604	1	0	False	1.0
I	2408885	2409384	I:2408885-2409384	4646	499	2409134	1	0	False	1.0
I	2412227	2412726	I:2412227-2412726	4652	499	2412476	1	0	False	1.0
I	2414490	2414989	I:2414490-2414989	4656	499	2414739	1	0	False	1.0
I	2437896	2438395	I:2437896-2438395	4702	499	2438145	3	0	True	1.0
I	2438398	2438897	I:2438398-2438897	4703	499	2438647	1	0	False	1.0
I	2440406	2440905	I:2440406-2440905	4707	499	2440655	1	0	False	1.0
I	2444422	2444921	I:2444422-2444921	4715	499	2444671	1	0	False	1.0
I	2479936	2480435	I:2479936-2480435	4785	499	2480185	1	0	False	1.0
I	2483513	2484012	I:2483513-2484012	4792	499	2483762	1	0	False	1.0
I	2486527	2487026	I:2486527-2487026	4798	499	2486776	1	0	False	1.0
I	2490171	2490634	I:2490171-2490634	4805	463	2490402	1	0	False	1.0
I	2491135	2491634	I:2491135-2491634	4807	499	2491384	1	0	False	1.0
I	2491635	2492134	I:2491635-2492134	4808	499	2491884	1	1	False	1.0
I	2493635	2494134	I:2493635-2494134	4812	499	2493884	1	1	False	1.0
I	2494135	2494634	I:2494135-2494634	4813	499	2494384	1	0	False	1.0
I	2497635	2498134	I:2497635-2498134	4820	499	2497884	1	0	False	1.0
I	2498135	2498634	I:2498135-2498634	4821	499	2498384	1	0	False	1.0
I	2503135	2503634	I:2503135-2503634	4831	499	2503384	1	0	False	1.0
I	2503635	2504134	I:2503635-2504134	4832	499	2503884	1	0	False	1.0
I	2505635	2506134	I:2505635-2506134	4836	499	2505884	1	0	False	1.0
I	2513135	2513598	I:2513135-2513598	4851	463	2513366	1	0	False	1.0
I	2513599	2514084	I:2513599-2514084	4852	485	2513841	1	0	False	1.0
I	2514085	2514570	I:2514085-2514570	4853	485	2514327	2	0	True	1.0
I	2514571	2515037	I:2514571-2515037	4854	466	2514804	1	0	False	1.0
I	2527306	2527805	I:2527306-2527805	4879	499	2527555	1	1	False	1.0
I	2537306	2537805	I:2537306-2537805	4899	499	2537555	1	0	False	1.0
I	2544306	2544805	I:2544306-2544805	4913	499	2544555	1	0	False	1.0
I	2544806	2545305	I:2544806-2545305	4914	499	2545055	1	0	False	1.0
I	2557903	2558402	I:2557903-2558402	4940	499	2558152	1	0	False	1.0
I	2559448	2559947	I:2559448-2559947	4943	499	2559697	1	0	False	1.0
I	2565632	2566131	I:2565632-2566131	4955	499	2565881	1	0	False	1.0
I	2567772	2568271	I:2567772-2568271	4959	499	2568021	1	0	False	1.0
I	2574409	2574908	I:2574409-2574908	4972	499	2574658	1	0	False	1.0
I	2574959	2575458	I:2574959-2575458	4973	499	2575208	1	0	False	1.0
I	2583916	2584415	I:2583916-2584415	4990	499	2584165	1	0	False	1.0
