name1	idx1	length1	mid1	trans1	cis1	bias1	name2	idx2	length2	mid2	trans2	cis2	bias2	n	d	D	bias	df	expected	p	padj
V:1421664-1422163	2752	499	1421913	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	30785	16003799	95.17378228111599	0.0	0.0	1.0	1.0
V:1485882-1486381	2871	499	1486131	1	1	1.0	V:17111393-17111892	32918	499	17111642	91	422	54.954087385762456	1	30047	15625511	54.954087385762456	0.0	0.0	1.0	1.0
V:1503876-1504375	2906	499	1504125	0	1	1.0	V:17426999-17427498	33540	499	17427248	125	767	79.55757645041022	1	30634	15923123	79.55757645041022	0.0	0.0	1.0	1.0
V:1509346-1509845	2917	499	1509595	0	1	1.0	V:17426999-17427498	33540	499	17427248	125	767	79.55757645041022	1	30623	15917653	79.55757645041022	0.0	0.0	1.0	1.0
V:1525230-1525729	2948	499	1525479	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	30015	15609065	85.40711198758362	0.0	0.0	1.0	1.0
V:1532850-1533349	2963	499	1533099	0	1	1.0	V:17116352-17116845	32928	493	17116598	109	490	66.26388064409318	1	29965	15583499	66.26388064409318	0.0	0.0	1.0	1.0
V:1539457-1539956	2976	499	1539706	0	1	1.0	V:17428023-17428522	33542	499	17428272	122	664	82.26507503336387	1	30566	15888566	82.26507503336387	0.0	0.0	1.0	1.0
V:1547473-1547972	2991	499	1547722	0	1	1.0	V:17428533-17429032	33543	499	17428782	53	269	32.66747292750941	1	30552	15881060	32.66747292750941	0.0	0.0	1.0	1.0
V:1558055-1558554	3010	499	1558304	0	1	1.0	V:17110893-17111392	32917	499	17111142	84	342	42.78615884342119	1	29907	15552838	42.78615884342119	0.0	0.0	1.0	1.0
V:1558994-1559493	3011	499	1559243	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	29955	15576810	90.75392190127378	0.0	0.0	1.0	1.0
V:1573321-1573820	3038	499	1573570	0	2	1.0	V:17112393-17112892	32920	499	17112642	115	449	58.28595096309025	1	29882	15539072	58.28595096309025	0.0	0.0	1.0	1.0
V:1573321-1573820	3038	499	1573570	0	2	1.0	V:17431604-17432103	33549	499	17431853	90	496	54.954087385762456	1	30511	15858283	54.954087385762456	0.0	0.0	1.0	1.0
V:1605544-1606018	3100	474	1605781	0	1	1.0	V:17135301-17135800	32965	499	17135550	146	669	76.83623590016208	1	29865	15529769	76.83623590016208	0.0	0.0	1.0	1.0
V:1610505-1611004	3109	499	1610754	0	1	1.0	V:17114893-17115392	32925	499	17115142	62	265	42.2894070815771	1	29816	15504388	42.2894070815771	0.0	0.0	1.0	1.0
V:1624884-1625338	3137	454	1625111	0	1	1.0	V:17133792-17134291	32962	499	17134041	167	692	76.83623590016208	1	29825	15508930	76.83623590016208	0.0	0.0	1.0	1.0
V:1641133-1641632	3168	499	1641382	0	1	1.0	V:17430578-17431077	33547	499	17430827	88	464	48.196294848584124	1	30379	15789445	48.196294848584124	0.0	0.0	1.0	1.0
V:1644323-1644822	3174	499	1644572	0	1	1.0	V:17430065-17430564	33546	499	17430314	71	428	52.0740352376931	1	30372	15785742	52.0740352376931	0.0	0.0	1.0	1.0
V:1653956-1654455	3193	499	1654205	0	1	1.0	V:17429552-17430051	33545	499	17429801	115	524	56.86159073932497	1	30352	15775596	56.86159073932497	0.0	0.0	1.0	1.0
V:1684927-1685426	3254	499	1685176	0	1	1.0	V:17428023-17428522	33542	499	17428272	122	664	82.26507503336387	1	30288	15743096	82.26507503336387	0.0	0.0	1.0	1.0
V:1693259-1693758	3270	499	1693508	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	29696	15442545	90.75392190127378	0.0	0.0	1.0	1.0
V:1728247-1728746	3339	499	1728496	0	1	1.0	V:17425975-17426474	33538	499	17426224	113	850	88.08658003433082	1	30199	15697728	88.08658003433082	0.0	0.0	1.0	1.0
V:10001630-10002129	19272	499	10001879	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	13689	7131659	118.55486174567079	0.0	0.0	1.0	1.0
V:10002160-10002659	19273	499	10002409	0	2	1.0	V:17113393-17113892	32922	499	17113642	99	494	62.528563369952245	1	13649	7111233	62.528563369952245	0.0	0.0	1.0	1.0
V:10010697-10011196	19288	499	10010946	0	1	1.0	V:17428023-17428522	33542	499	17428272	122	664	82.26507503336387	1	14254	7417326	82.26507503336387	0.0	0.0	1.0	1.0
V:10022593-10023071	19309	478	10022832	0	1	1.0	V:17116352-17116845	32928	493	17116598	109	490	66.26388064409318	1	13619	7093766	66.26388064409318	0.0	0.0	1.0	1.0
V:10027134-10027633	19318	499	10027383	0	1	1.0	V:17426487-17426986	33539	499	17426736	127	818	88.53196623684701	1	14221	7399353	88.53196623684701	0.0	0.0	1.0	1.0
V:10033880-10034379	19331	499	10034129	0	1	1.0	V:17430065-17430564	33546	499	17430314	71	428	52.0740352376931	1	14215	7396185	52.0740352376931	0.0	0.0	1.0	1.0
V:10046964-10047463	19353	499	10047213	0	1	1.0	V:17423927-17424426	33534	499	17424176	116	692	85.85455269977562	1	14181	7376963	85.85455269977562	0.0	0.0	1.0	1.0
V:10092691-10093190	19442	499	10092940	0	1	1.0	V:17424439-17424938	33535	499	17424688	122	768	81.81476092485995	1	14093	7331748	81.81476092485995	0.0	0.0	1.0	1.0
V:10102720-10103219	19460	499	10102969	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	14077	7322743	95.17378228111599	0.0	0.0	1.0	1.0
V:10106399-10106898	19467	499	10106648	0	1	1.0	V:17425975-17426474	33538	499	17426224	113	850	88.08658003433082	1	14071	7319576	88.08658003433082	0.0	0.0	1.0	1.0
V:10109038-10109537	19471	499	10109287	0	1	1.0	V:17132283-17132782	32959	499	17132532	38	207	30.067955842386056	1	13488	7023245	30.067955842386056	0.0	0.0	1.0	1.0
V:10116506-10117005	19484	499	10116755	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	13477	7016783	118.55486174567079	0.0	0.0	1.0	1.0
V:10120634-10121133	19492	499	10120883	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	14045	7304829	95.17378228111599	0.0	0.0	1.0	1.0
V:10132521-10133020	19515	499	10132770	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	13448	7001774	85.40711198758362	0.0	0.0	1.0	1.0
V:10136596-10137095	19523	499	10136845	0	1	1.0	V:17111393-17111892	32918	499	17111642	91	422	54.954087385762456	1	13395	6974797	54.954087385762456	0.0	0.0	1.0	1.0
V:10154336-10154835	19557	499	10154585	1	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	13404	6978953	118.55486174567079	0.0	0.0	1.0	1.0
V:10155346-10155845	19559	499	10155595	0	1	1.0	V:17423927-17424426	33534	499	17424176	116	692	85.85455269977562	1	13975	7268581	85.85455269977562	0.0	0.0	1.0	1.0
V:10161924-10162423	19572	499	10162173	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	13965	7263539	95.17378228111599	0.0	0.0	1.0	1.0
V:10168418-10168917	19585	499	10168667	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	13379	6966380	84.511176526887	0.0	0.0	1.0	1.0
V:10174078-10174577	19596	499	10174327	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	13367	6960217	85.40711198758362	0.0	0.0	1.0	1.0
V:10178602-10179101	19604	499	10178851	0	1	1.0	V:17428533-17429032	33543	499	17428782	53	269	32.66747292750941	1	13939	7249931	32.66747292750941	0.0	0.0	1.0	1.0
V:10183201-10183700	19613	499	10183450	0	1	1.0	V:17427511-17428010	33541	499	17427760	129	742	72.26814269755536	1	13928	7244310	72.26814269755536	0.0	0.0	1.0	1.0
V:10199689-10200188	19645	499	10199938	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	13319	6935109	84.511176526887	0.0	0.0	1.0	1.0
V:10218920-10219419	19683	499	10219169	0	1	1.0	V:17116352-17116845	32928	493	17116598	109	490	66.26388064409318	1	13245	6897429	66.26388064409318	0.0	0.0	1.0	1.0
V:10228252-10228751	19700	499	10228501	0	1	1.0	V:17432117-17432616	33550	499	17432366	90	477	58.75957788685727	1	13850	7203865	58.75957788685727	0.0	0.0	1.0	1.0
V:10229282-10229781	19702	499	10229531	0	1	1.0	V:17132786-17133285	32960	499	17133035	127	580	83.6138195166362	1	13258	6903504	83.6138195166362	0.0	0.0	1.0	1.0
V:10237081-10237580	19717	499	10237330	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	13820	7188382	95.17378228111599	0.0	0.0	1.0	1.0
V:10239705-10240204	19722	499	10239954	0	1	1.0	V:17132786-17133285	32960	499	17133035	127	580	83.6138195166362	1	13238	6893081	83.6138195166362	0.0	0.0	1.0	1.0
V:10252480-10252879	19746	399	10252679	0	1	1.0	V:17426487-17426986	33539	499	17426736	127	818	88.53196623684701	1	13793	7174057	88.53196623684701	0.0	0.0	1.0	1.0
V:10253897-10254396	19749	499	10254146	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	13214	6880398	85.40711198758362	0.0	0.0	1.0	1.0
V:10266686-10267185	19774	499	10266935	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	13192	6869118	90.75392190127378	0.0	0.0	1.0	1.0
V:10271018-10271517	19782	499	10271267	0	1	1.0	V:17135301-17135800	32965	499	17135550	146	669	76.83623590016208	1	13183	6864283	76.83623590016208	0.0	0.0	1.0	1.0
V:10284420-10284919	19806	499	10284669	0	1	1.0	V:17132786-17133285	32960	499	17133035	127	580	83.6138195166362	1	13154	6848366	83.6138195166362	0.0	0.0	1.0	1.0
V:10285968-10286467	19809	499	10286217	0	1	1.0	V:17111893-17112392	32919	499	17112142	97	473	55.90905471071523	1	13110	6825925	55.90905471071523	0.0	0.0	1.0	1.0
V:10290583-10291082	19818	499	10290832	0	1	1.0	V:17112893-17113392	32921	499	17113142	115	466	64.4002693928521	1	13103	6822310	64.4002693928521	0.0	0.0	1.0	1.0
V:10291609-10292108	19820	499	10291858	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	13141	6841680	118.55486174567079	0.0	0.0	1.0	1.0
V:10293582-10294081	19824	499	10293831	0	1	1.0	V:17111893-17112392	32919	499	17112142	97	473	55.90905471071523	1	13095	6818311	55.90905471071523	0.0	0.0	1.0	1.0
V:10300548-10301047	19838	499	10300797	0	1	1.0	V:17424439-17424938	33535	499	17424688	122	768	81.81476092485995	1	13697	7123891	81.81476092485995	0.0	0.0	1.0	1.0
V:10308754-10309253	19854	499	10309003	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	13112	6827050	90.75392190127378	0.0	0.0	1.0	1.0
V:10333349-10333806	19900	457	10333577	0	1	1.0	V:17113893-17114392	32923	499	17114142	124	578	72.26814269755536	1	13023	6780565	72.26814269755536	0.0	0.0	1.0	1.0
V:10342436-10342881	19918	445	10342658	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	13043	6790880	118.55486174567079	0.0	0.0	1.0	1.0
V:10348566-10349065	19930	499	10348815	0	1	1.0	V:17132786-17133285	32960	499	17133035	127	580	83.6138195166362	1	13030	6784220	83.6138195166362	0.0	0.0	1.0	1.0
V:10355874-10356373	19944	499	10356123	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	13019	6778421	85.40711198758362	0.0	0.0	1.0	1.0
V:10375508-10376007	19981	499	10375757	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	12982	6758787	85.40711198758362	0.0	0.0	1.0	1.0
V:10381250-10381749	19992	499	10381499	0	1	1.0	V:17115852-17116351	32927	499	17116101	26	105	11.157949330803243	1	12935	6734602	11.157949330803243	0.0	0.0	1.0	1.0
V:10385821-10386320	20001	499	10386070	0	1	1.0	V:17113393-17113892	32922	499	17113642	99	494	62.528563369952245	1	12921	6727572	62.528563369952245	0.0	0.0	1.0	1.0
V:10398408-10398907	20025	499	10398657	0	1	1.0	V:17113393-17113892	32922	499	17113642	99	494	62.528563369952245	1	12897	6714985	62.528563369952245	0.0	0.0	1.0	1.0
V:10405665-10406164	20039	499	10405914	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	12925	6729133	84.511176526887	0.0	0.0	1.0	1.0
V:10419777-10420276	20067	499	10420026	0	1	1.0	V:17132283-17132782	32959	499	17132532	38	207	30.067955842386056	1	12892	6712506	30.067955842386056	0.0	0.0	1.0	1.0
V:10441040-10441498	20105	458	10441269	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	12861	6694784	90.75392190127378	0.0	0.0	1.0	1.0
V:10453464-10453963	20129	499	10453713	0	1	1.0	V:17114393-17114892	32924	499	17114642	125	515	71.34940874773103	1	12795	6660929	71.34940874773103	0.0	0.0	1.0	1.0
V:10470256-10470642	20159	386	10470449	0	1	1.0	V:17423927-17424426	33534	499	17424176	116	692	85.85455269977562	1	13375	6953727	85.85455269977562	0.0	0.0	1.0	1.0
V:10471811-10472223	20162	412	10472017	0	1	1.0	V:17119205-17119704	32933	499	17119454	68	251	49.16996790046714	1	12771	6647437	49.16996790046714	0.0	0.0	1.0	1.0
V:10475129-10475615	20168	486	10475372	0	1	1.0	V:17423927-17424426	33534	499	17424176	116	692	85.85455269977562	1	13366	6948804	85.85455269977562	0.0	0.0	1.0	1.0
V:10483449-10483948	20183	499	10483698	0	1	1.0	V:17117346-17117840	32930	494	17117593	77	312	45.257263299291985	1	12747	6633895	45.257263299291985	0.0	0.0	1.0	1.0
V:10524323-10524822	20261	499	10524572	0	1	1.0	V:17429552-17430051	33545	499	17429801	115	524	56.86159073932497	1	13284	6905229	56.86159073932497	0.0	0.0	1.0	1.0
V:10532518-10533017	20277	499	10532767	0	1	1.0	V:17118704-17119203	32932	499	17118953	36	101	19.27948779241564	1	12655	6586186	19.27948779241564	0.0	0.0	1.0	1.0
V:10534645-10535144	20281	499	10534894	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	12685	6601159	90.75392190127378	0.0	0.0	1.0	1.0
V:10536755-10537254	20284	499	10537004	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	12677	6596534	118.55486174567079	0.0	0.0	1.0	1.0
V:10559138-10559637	20327	499	10559387	0	1	1.0	V:17132786-17133285	32960	499	17133035	127	580	83.6138195166362	1	12633	6573648	83.6138195166362	0.0	0.0	1.0	1.0
V:10560184-10560683	20329	499	10560433	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	12637	6575620	90.75392190127378	0.0	0.0	1.0	1.0
V:10568103-10568602	20343	499	10568352	0	1	1.0	V:17111893-17112392	32919	499	17112142	97	473	55.90905471071523	1	12576	6543790	55.90905471071523	0.0	0.0	1.0	1.0
V:10573111-10573610	20352	499	10573360	0	1	1.0	V:17112893-17113392	32921	499	17113142	115	466	64.4002693928521	1	12569	6539782	64.4002693928521	0.0	0.0	1.0	1.0
V:10580583-10581082	20366	499	10580832	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	12595	6552706	118.55486174567079	0.0	0.0	1.0	1.0
V:10585893-10586392	20376	499	10586142	0	1	1.0	V:17111393-17111892	32918	499	17111642	91	422	54.954087385762456	1	12542	6525500	54.954087385762456	0.0	0.0	1.0	1.0
V:10586404-10586903	20377	499	10586653	0	1	1.0	V:17425975-17426474	33538	499	17426224	113	850	88.08658003433082	1	13161	6839571	88.08658003433082	0.0	0.0	1.0	1.0
V:10590643-10591142	20386	499	10590892	0	1	1.0	V:17114393-17114892	32924	499	17114642	125	515	71.34940874773103	1	12538	6523750	71.34940874773103	0.0	0.0	1.0	1.0
V:10603768-10604267	20411	499	10604017	0	1	1.0	V:17111893-17112392	32919	499	17112142	97	473	55.90905471071523	1	12508	6508125	55.90905471071523	0.0	0.0	1.0	1.0
V:10635286-10635785	20474	499	10635535	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	12487	6498003	118.55486174567079	0.0	0.0	1.0	1.0
V:10647610-10648109	20497	499	10647859	0	1	1.0	V:17111393-17111892	32918	499	17111642	91	422	54.954087385762456	1	12421	6463783	54.954087385762456	0.0	0.0	1.0	1.0
V:10661953-10662393	20523	440	10662173	0	1	1.0	V:17113893-17114392	32923	499	17114142	124	578	72.26814269755536	1	12400	6451969	72.26814269755536	0.0	0.0	1.0	1.0
V:10670668-10671167	20539	499	10670917	0	1	1.0	V:17135301-17135800	32965	499	17135550	146	669	76.83623590016208	1	12426	6464633	76.83623590016208	0.0	0.0	1.0	1.0
V:10671198-10671697	20540	499	10671447	0	1	1.0	V:17132786-17133285	32960	499	17133035	127	580	83.6138195166362	1	12420	6461588	83.6138195166362	0.0	0.0	1.0	1.0
V:10707261-10707760	20604	499	10707510	0	1	1.0	V:17112893-17113392	32921	499	17113142	115	466	64.4002693928521	1	12317	6405632	64.4002693928521	0.0	0.0	1.0	1.0
V:10712795-10713294	20615	499	10713044	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	12346	6420494	118.55486174567079	0.0	0.0	1.0	1.0
V:10713792-10714291	20617	499	10714041	0	1	1.0	V:17117346-17117840	32930	494	17117593	77	312	45.257263299291985	1	12313	6403552	45.257263299291985	0.0	0.0	1.0	1.0
V:10714781-10715236	20619	455	10715008	0	1	1.0	V:17114393-17114892	32924	499	17114642	125	515	71.34940874773103	1	12305	6399634	71.34940874773103	0.0	0.0	1.0	1.0
V:10715724-10716182	20621	458	10715953	0	1	1.0	V:17135804-17136303	32966	499	17136053	140	735	90.75392190127378	1	12345	6420100	90.75392190127378	0.0	0.0	1.0	1.0
V:10716183-10716642	20622	459	10716412	0	2	1.0	V:17424439-17424938	33535	499	17424688	122	768	81.81476092485995	1	12913	6708276	81.81476092485995	0.0	0.0	1.0	1.0
V:10716183-10716642	20622	459	10716412	0	2	1.0	V:17430065-17430564	33546	499	17430314	71	428	52.0740352376931	1	12924	6713902	52.0740352376931	0.0	0.0	1.0	1.0
V:10716800-10717240	20623	440	10717020	0	1	1.0	V:17425975-17426474	33538	499	17426224	113	850	88.08658003433082	1	12915	6709204	88.08658003433082	0.0	0.0	1.0	1.0
V:10729813-10730301	20648	488	10730057	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	12889	6695655	95.17378228111599	0.0	0.0	1.0	1.0
V:10731104-10731515	20650	411	10731309	0	1	1.0	V:17134295-17134794	32963	499	17134544	139	710	85.40711198758362	1	12313	6403235	85.40711198758362	0.0	0.0	1.0	1.0
V:10734149-10734648	20655	499	10734398	0	1	1.0	V:17133289-17133788	32961	499	17133538	100	531	118.55486174567079	1	12306	6399140	118.55486174567079	0.0	0.0	1.0	1.0
V:10751063-10751562	20687	499	10751312	0	1	1.0	V:17425975-17426474	33538	499	17426224	113	850	88.08658003433082	1	12851	6674912	88.08658003433082	0.0	0.0	1.0	1.0
V:10754829-10755328	20694	499	10755078	0	1	1.0	V:17111393-17111892	32918	499	17111642	91	422	54.954087385762456	1	12224	6356564	54.954087385762456	0.0	0.0	1.0	1.0
V:10763440-10763939	20711	499	10763689	0	1	1.0	V:17113893-17114392	32923	499	17114142	124	578	72.26814269755536	1	12212	6350453	72.26814269755536	0.0	0.0	1.0	1.0
V:10765960-10766459	20716	499	10766209	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	12248	6368838	84.511176526887	0.0	0.0	1.0	1.0
V:10770587-10771086	20725	499	10770836	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	12239	6364211	84.511176526887	0.0	0.0	1.0	1.0
V:10781555-10782054	20745	499	10781804	0	1	1.0	V:17429039-17429538	33544	499	17429288	91	524	62.059335505776026	1	12799	6647484	62.059335505776026	0.0	0.0	1.0	1.0
V:10786757-10787256	20755	499	10787006	0	1	1.0	V:17113893-17114392	32923	499	17114142	124	578	72.26814269755536	1	12168	6327136	72.26814269755536	0.0	0.0	1.0	1.0
V:10789757-10790256	20761	499	10790006	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	12203	6345041	84.511176526887	0.0	0.0	1.0	1.0
V:10803438-10803937	20785	499	10803687	0	1	1.0	V:17426999-17427498	33540	499	17427248	125	767	79.55757645041022	1	12755	6623561	79.55757645041022	0.0	0.0	1.0	1.0
V:10807895-10808394	20794	499	10808144	0	1	1.0	V:17111393-17111892	32918	499	17111642	91	422	54.954087385762456	1	12124	6303498	54.954087385762456	0.0	0.0	1.0	1.0
V:10810352-10810851	20799	499	10810601	0	1	1.0	V:17110893-17111392	32917	499	17111142	84	342	42.78615884342119	1	12118	6300541	42.78615884342119	0.0	0.0	1.0	1.0
V:10817898-10818397	20814	499	10818147	0	1	1.0	V:17114393-17114892	32924	499	17114642	125	515	71.34940874773103	1	12110	6296495	71.34940874773103	0.0	0.0	1.0	1.0
V:10818502-10819001	20815	499	10818751	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	12722	6606961	95.17378228111599	0.0	0.0	1.0	1.0
V:10819106-10819605	20816	499	10819355	1	1	1.0	V:17116846-17117345	32929	499	17117095	111	410	51.59173880766171	1	12113	6297740	51.59173880766171	0.0	0.0	1.0	1.0
V:10822072-10822571	20822	499	10822321	0	1	1.0	V:17423927-17424426	33534	499	17424176	116	692	85.85455269977562	1	12712	6601855	85.85455269977562	0.0	0.0	1.0	1.0
V:10842235-10842734	20861	499	10842484	0	1	1.0	V:17426999-17427498	33540	499	17427248	125	767	79.55757645041022	1	12679	6584764	79.55757645041022	0.0	0.0	1.0	1.0
V:10846251-10846750	20869	499	10846500	0	1	1.0	V:17116846-17117345	32929	499	17117095	111	410	51.59173880766171	1	12060	6270595	51.59173880766171	0.0	0.0	1.0	1.0
V:10861056-10861512	20897	456	10861284	0	2	1.0	V:17119205-17119704	32933	499	17119454	68	251	49.16996790046714	1	12036	6258170	49.16996790046714	0.0	0.0	1.0	1.0
V:10861056-10861512	20897	456	10861284	0	2	1.0	V:17132283-17132782	32959	499	17132532	38	207	30.067955842386056	1	12062	6271248	30.067955842386056	0.0	0.0	1.0	1.0
V:10866344-10866843	20908	499	10866593	0	1	1.0	V:17119205-17119704	32933	499	17119454	68	251	49.16996790046714	1	12025	6252861	49.16996790046714	0.0	0.0	1.0	1.0
V:10870643-10871142	20915	499	10870892	0	1	1.0	V:17433143-17433642	33552	499	17433392	77	480	56.86159073932497	1	12637	6562500	56.86159073932497	0.0	0.0	1.0	1.0
V:10872582-10873081	20918	499	10872831	0	1	1.0	V:17433656-17434155	33553	499	17433905	84	431	55.43187834500954	1	12635	6561074	55.43187834500954	0.0	0.0	1.0	1.0
V:10882738-10883237	20937	499	10882987	0	1	1.0	V:17134798-17135297	32964	499	17135047	133	711	84.511176526887	1	12027	6252060	84.511176526887	0.0	0.0	1.0	1.0
V:10886907-10887406	20945	499	10887156	0	1	1.0	V:17427511-17428010	33541	499	17427760	129	742	72.26814269755536	1	12596	6540604	72.26814269755536	0.0	0.0	1.0	1.0
V:10890930-10891429	20952	499	10891179	0	1	1.0	V:17425463-17425962	33537	499	17425712	133	826	95.17378228111599	1	12585	6534533	95.17378228111599	0.0	0.0	1.0	1.0
V:10898596-10899034	20966	438	10898815	0	1	1.0	V:17117346-17117840	32930	494	17117593	77	312	45.257263299291985	1	11964	6218778	45.257263299291985	0.0	0.0	1.0	1.0
V:10899887-10900386	20968	499	10900136	0	1	1.0	V:17114393-17114892	32924	499	17114642	125	515	71.34940874773103	1	11956	6214506	71.34940874773103	0.0	0.0	1.0	1.0
V:10913350-10913849	20993	499	10913599	0	1	1.0	V:17426999-17427498	33540	499	17427248	125	767	79.55757645041022	1	12547	6513649	79.55757645041022	0.0	0.0	1.0	1.0
V:10930103-10930602	21026	499	10930352	1	1	1.0	V:17112393-17112892	32920	499	17112642	115	449	58.28595096309025	1	11894	6182290	58.28595096309025	0.0	0.0	1.0	1.0
