name1	idx1	length1	mid1	trans1	cis1	bias1	name2	idx2	length2	mid2	trans2	cis2	bias2	n	d	D	bias	df	expected	p	padj
V:10811354-10811853	20801	499	10811603	0	1	1.0	V:17119205-17119704	32933	499	17119454	83	125	26.370450938455516	1	12132	6307851	26.370450938455516	0.0	0.0	1.0	1.0
V:10820115-10820571	20818	456	10820343	0	1	1.0	V:17430578-17431077	33547	499	17430827	28	121	4.056055638678365	1	12729	6610484	4.056055638678365	0.0	0.0	1.0	1.0
V:10860556-10861055	20896	499	10860805	0	1	1.0	V:17112393-17112892	32920	499	17112642	20	88	4.753260189176723	1	12024	6251837	4.753260189176723	0.0	0.0	1.0	1.0
V:10971934-10972433	21103	499	10972183	0	1	1.0	V:17430578-17431077	33547	499	17430827	28	121	4.056055638678365	1	12444	6458644	4.056055638678365	0.0	0.0	1.0	1.0
V:11030727-11031226	21218	499	11030976	0	1	1.0	V:17119205-17119704	32933	499	17119454	83	125	26.370450938455516	1	11715	6088478	26.370450938455516	0.0	0.0	1.0	1.0
V:11040922-11041421	21236	499	11041171	0	1	1.0	V:17117346-17117840	32930	494	17117593	32	83	4.753260189176723	1	11694	6076422	4.753260189176723	0.0	0.0	1.0	1.0
V:11065293-11065792	21282	499	11065542	0	2	1.0	V:17433656-17434155	33553	499	17433905	34	71	7.413102413009175	2	12271	6368363	7.413102413009175	0.0	0.0	1.0	1.0
V:11089310-11089809	21329	499	11089559	0	1	1.0	V:17425463-17425962	33537	499	17425712	15	106	5.435447368396396	1	12208	6336153	5.435447368396396	0.0	0.0	1.0	1.0
V:11110154-11110653	21369	499	11110403	0	1	1.0	V:17426999-17427498	33540	499	17427248	15	104	6.105036835842236	1	12171	6316845	6.105036835842236	0.0	0.0	1.0	1.0
V:11123886-11124385	21396	499	11124135	0	1	1.0	V:17432630-17433129	33551	499	17432879	25	92	3.3403516777134774	1	12155	6308744	3.3403516777134774	0.0	0.0	1.0	1.0
V:11174621-11175120	21494	499	11174870	0	1	1.0	V:17133289-17133788	32961	499	17133538	7	67	6.105036835842236	1	11467	5958668	6.105036835842236	0.0	0.0	1.0	1.0
V:11187862-11188361	21519	499	11188111	0	1	1.0	V:17136307-17136806	32967	499	17136556	7	58	4.056055638678365	1	11448	5948445	4.056055638678365	0.0	0.0	1.0	1.0
V:11193483-11193982	21530	499	11193732	0	1	1.0	V:17113393-17113892	32922	499	17113642	66	123	36.76429802727879	1	11392	5919910	36.76429802727879	0.0	0.0	1.0	1.0
V:11254280-11254779	21645	499	11254529	0	1	1.0	V:17116846-17117345	32929	499	17117095	28	104	1.827662900458801	1	11284	5862566	1.827662900458801	0.0	0.0	1.0	1.0
V:11275892-11276391	21686	499	11276141	0	1	1.0	V:17113393-17113892	32922	499	17113642	66	123	36.76429802727879	1	11236	5837501	36.76429802727879	0.0	0.0	1.0	1.0
V:11281325-11281796	21696	471	11281560	0	1	1.0	V:17425975-17426474	33538	499	17426224	21	157	4.753260189176723	1	11842	6144664	4.753260189176723	0.0	0.0	1.0	1.0
V:11326935-11327434	21783	499	11327184	0	1	1.0	V:17112893-17113392	32921	499	17113142	34	104	4.753260189176723	1	11138	5785958	4.753260189176723	0.0	0.0	1.0	1.0
V:11329671-11330170	21788	499	11329920	0	1	1.0	V:17112893-17113392	32921	499	17113142	34	104	4.753260189176723	1	11133	5783222	4.753260189176723	0.0	0.0	1.0	1.0
V:11349587-11350086	21824	499	11349836	0	1	1.0	V:17426487-17426986	33539	499	17426736	20	105	4.056055638678365	1	11715	6076900	4.056055638678365	0.0	0.0	1.0	1.0
V:11419291-11419790	21959	499	11419540	0	2	1.0	V:17112393-17112892	32920	499	17112642	20	88	4.753260189176723	2	10961	5693102	4.753260189176723	0.0	0.0	1.0	1.0
V:11427521-11428020	21975	499	11427770	0	2	1.0	V:17112893-17113392	32921	499	17113142	34	104	4.753260189176723	2	10946	5685372	4.753260189176723	0.0	0.0	1.0	1.0
V:11442975-11443474	22005	499	11443224	0	2	1.0	V:17134295-17134794	32963	499	17134544	33	134	6.105036835842236	1	10958	5691320	6.105036835842236	0.0	0.0	1.0	1.0
V:11442975-11443474	22005	499	11443224	0	2	1.0	V:17423927-17424426	33534	499	17424176	19	125	8.05400020058745	1	11529	5980952	8.05400020058745	0.0	0.0	1.0	1.0
V:11447885-11448384	22013	499	11448134	0	2	1.0	V:17110893-17111392	32917	499	17111142	22	90	4.056055638678365	2	10904	5663008	4.056055638678365	0.0	0.0	1.0	1.0
V:11455698-11456197	22028	499	11455947	0	1	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	1	10891	5656195	6.105036835842236	0.0	0.0	1.0	1.0
V:11456698-11457197	22030	499	11456947	0	2	1.0	V:17433656-17434155	33553	499	17433905	34	71	7.413102413009175	2	11523	5976958	7.413102413009175	0.0	0.0	1.0	1.0
V:11461698-11462197	22040	499	11461947	0	1	1.0	V:17432630-17433129	33551	499	17432879	25	92	3.3403516777134774	1	11511	5970932	3.3403516777134774	0.0	0.0	1.0	1.0
V:11504823-11505322	22122	499	11505072	0	2	1.0	V:17134798-17135297	32964	499	17135047	27	117	5.435447368396396	2	10842	5629975	5.435447368396396	0.0	0.0	1.0	1.0
V:11540645-11541144	22189	499	11540894	0	2	1.0	V:17116846-17117345	32929	499	17117095	28	104	1.827662900458801	2	10740	5576201	1.827662900458801	0.0	0.0	1.0	1.0
V:11556679-11557178	22220	499	11556928	0	1	1.0	V:17426487-17426986	33539	499	17426736	20	105	4.056055638678365	1	11319	5869808	4.056055638678365	0.0	0.0	1.0	1.0
V:11615901-11616334	22336	433	11616117	1	1	1.0	V:17112893-17113392	32921	499	17113142	34	104	4.753260189176723	1	10585	5497025	4.753260189176723	0.0	0.0	1.0	1.0
V:11631483-11631968	22366	485	11631725	0	1	1.0	V:17134295-17134794	32963	499	17134544	33	134	6.105036835842236	1	10597	5502819	6.105036835842236	0.0	0.0	1.0	1.0
V:11642994-11643493	22389	499	11643243	0	1	1.0	V:17119205-17119704	32933	499	17119454	83	125	26.370450938455516	1	10544	5476211	26.370450938455516	0.0	0.0	1.0	1.0
V:11656359-11656858	22414	499	11656608	0	1	1.0	V:17429552-17430051	33545	499	17429801	34	122	6.105036835842236	1	11131	5773193	6.105036835842236	0.0	0.0	1.0	1.0
V:11685779-11686278	22467	499	11686028	0	1	1.0	V:17111393-17111892	32918	499	17111642	46	107	3.3403516777134774	1	10451	5425614	3.3403516777134774	0.0	0.0	1.0	1.0
V:11706478-11706977	22506	499	11706727	0	2	1.0	V:17426999-17427498	33540	499	17427248	15	104	6.105036835842236	2	11034	5720521	6.105036835842236	0.0	0.0	1.0	1.0
V:11713060-11713559	22518	499	11713309	0	1	1.0	V:17430578-17431077	33547	499	17430827	28	121	4.056055638678365	1	11029	5717518	4.056055638678365	0.0	0.0	1.0	1.0
V:11733998-11734497	22559	499	11734247	0	2	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	2	10360	5377895	6.105036835842236	0.0	0.0	1.0	1.0
V:11742503-11743002	22574	499	11742752	0	2	1.0	V:17430065-17430564	33546	499	17430314	28	119	5.435447368396396	2	10972	5687562	5.435447368396396	0.0	0.0	1.0	1.0
V:11779786-11780236	22647	450	11780011	0	2	1.0	V:17133792-17134291	32962	499	17134041	30	156	8.68735730398608	2	10315	5354030	8.68735730398608	0.0	0.0	1.0	1.0
V:11786734-11787183	22661	449	11786958	0	1	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	1	10258	5325184	6.105036835842236	0.0	0.0	1.0	1.0
V:11831831-11832330	22744	499	11832080	0	2	1.0	V:17110893-17111392	32917	499	17111142	22	90	4.056055638678365	2	10173	5279062	4.056055638678365	0.0	0.0	1.0	1.0
V:11859105-11859502	22793	397	11859303	1	1	1.0	V:17429039-17429538	33544	499	17429288	20	68	3.3403516777134774	1	10751	5569985	3.3403516777134774	0.0	0.0	1.0	1.0
V:11865674-11866173	22805	499	11865923	0	1	1.0	V:17430065-17430564	33546	499	17430314	28	119	5.435447368396396	1	10741	5564391	5.435447368396396	0.0	0.0	1.0	1.0
V:11890007-11890506	22851	499	11890256	0	1	1.0	V:17424951-17425450	33536	499	17425200	26	129	12.957333377897633	1	10685	5534944	12.957333377897633	0.0	0.0	1.0	1.0
V:11965036-11965535	22993	499	11965285	0	2	1.0	V:17425463-17425962	33537	499	17425712	15	106	5.435447368396396	2	10544	5460427	5.435447368396396	0.0	0.0	1.0	1.0
V:11997745-11998244	23056	499	11997994	0	1	1.0	V:17112893-17113392	32921	499	17113142	34	104	4.753260189176723	1	9865	5115148	4.753260189176723	0.0	0.0	1.0	1.0
V:12001855-12002354	23064	499	12002104	1	1	1.0	V:17113893-17114392	32923	499	17114142	68	90	6.105036835842236	1	9859	5112038	6.105036835842236	0.0	0.0	1.0	1.0
V:12013878-12014377	23087	499	12014127	0	1	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	1	9832	5098015	6.105036835842236	0.0	0.0	1.0	1.0
V:12025770-12026269	23110	499	12026019	0	1	1.0	V:17112393-17112892	32920	499	17112642	20	88	4.753260189176723	1	9810	5086623	4.753260189176723	0.0	0.0	1.0	1.0
V:12039245-12039701	23136	456	12039473	0	1	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	1	9783	5072669	6.105036835842236	0.0	0.0	1.0	1.0
V:12070402-12070901	23195	499	12070651	0	2	1.0	V:17117346-17117840	32930	494	17117593	32	83	4.753260189176723	2	9735	5046942	4.753260189176723	0.0	0.0	1.0	1.0
V:12109883-12110382	23272	499	12110132	0	1	1.0	V:17113393-17113892	32922	499	17113642	66	123	36.76429802727879	1	9650	5003510	36.76429802727879	0.0	0.0	1.0	1.0
V:12131658-12132157	23313	499	12131907	0	1	1.0	V:17428023-17428522	33542	499	17428272	28	161	6.105036835842236	1	10229	5296365	6.105036835842236	0.0	0.0	1.0	1.0
V:12169161-12169660	23387	499	12169410	0	2	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	2	9532	4942732	6.105036835842236	0.0	0.0	1.0	1.0
V:12232878-12233377	23505	499	12233127	0	1	1.0	V:17430065-17430564	33546	499	17430314	28	119	5.435447368396396	1	10041	5197187	5.435447368396396	0.0	0.0	1.0	1.0
V:12237451-12237950	23514	499	12237700	0	1	1.0	V:17425975-17426474	33538	499	17426224	21	157	4.753260189176723	1	10024	5188524	4.753260189176723	0.0	0.0	1.0	1.0
V:12237951-12238450	23515	499	12238200	0	1	1.0	V:17427511-17428010	33541	499	17427760	38	116	6.105036835842236	1	10026	5189560	6.105036835842236	0.0	0.0	1.0	1.0
V:12250327-12250826	23540	499	12250576	0	1	1.0	V:17427511-17428010	33541	499	17427760	38	116	6.105036835842236	1	10001	5177184	6.105036835842236	0.0	0.0	1.0	1.0
V:12253327-12253826	23546	499	12253576	0	2	1.0	V:17116846-17117345	32929	499	17117095	28	104	1.827662900458801	2	9383	4863519	1.827662900458801	0.0	0.0	1.0	1.0
V:12265862-12266361	23570	499	12266111	0	1	1.0	V:17134798-17135297	32964	499	17135047	27	117	5.435447368396396	1	9394	4868936	5.435447368396396	0.0	0.0	1.0	1.0
V:12291046-12291539	23619	493	12291292	0	1	1.0	V:17133792-17134291	32962	499	17134041	30	156	8.68735730398608	1	9343	4842749	8.68735730398608	0.0	0.0	1.0	1.0
V:12300175-12300674	23636	499	12300424	0	2	1.0	V:17428533-17429032	33543	499	17428782	9	48	4.056055638678365	2	9907	5128358	4.056055638678365	0.0	0.0	1.0	1.0
V:12314361-12314860	23662	499	12314610	0	1	1.0	V:17110893-17111392	32917	499	17111142	22	90	4.056055638678365	1	9255	4796532	4.056055638678365	0.0	0.0	1.0	1.0
V:12320016-12320515	23673	499	12320265	0	1	1.0	V:17132786-17133285	32960	499	17133035	51	108	8.68735730398608	1	9287	4812770	8.68735730398608	0.0	0.0	1.0	1.0
V:12366130-12366629	23761	499	12366379	0	1	1.0	V:17117346-17117840	32930	494	17117593	32	83	4.753260189176723	1	9169	4751214	4.753260189176723	0.0	0.0	1.0	1.0
V:12401664-12402163	23832	499	12401913	0	2	1.0	V:17134798-17135297	32964	499	17135047	27	117	5.435447368396396	2	9132	4733134	5.435447368396396	0.0	0.0	1.0	1.0
V:12483433-12483932	23987	499	12483682	0	1	1.0	V:17135804-17136303	32966	499	17136053	18	112	3.3403516777134774	1	8979	4652371	3.3403516777134774	0.0	0.0	1.0	1.0
V:12501396-12501895	24022	499	12501645	0	2	1.0	V:17424439-17424938	33535	499	17424688	49	119	4.753260189176723	2	9513	4923043	4.753260189176723	0.0	0.0	1.0	1.0
V:12651151-12651650	24310	499	12651400	0	1	1.0	V:17426999-17427498	33540	499	17427248	15	104	6.105036835842236	1	9230	4775848	6.105036835842236	0.0	0.0	1.0	1.0
V:12663393-12663892	24334	499	12663642	0	1	1.0	V:17429039-17429538	33544	499	17429288	20	68	3.3403516777134774	1	9210	4765646	3.3403516777134774	0.0	0.0	1.0	1.0
V:12665472-12665971	24337	499	12665721	0	2	1.0	V:17135301-17135800	32965	499	17135550	26	106	6.105036835842236	2	8628	4469829	6.105036835842236	0.0	0.0	1.0	1.0
V:12669007-12669506	24344	499	12669256	0	1	1.0	V:17423415-17423914	33533	499	17423664	2	33	1.0	1	9189	4754408	1.0	0.0	0.0	1.0	1.0
V:12683176-12683675	24372	499	12683425	0	2	1.0	V:17428533-17429032	33543	499	17428782	9	48	4.056055638678365	2	9171	4745357	4.056055638678365	0.0	0.0	1.0	1.0
V:12683680-12684179	24373	499	12683929	0	5	1.0	V:17425975-17426474	33538	499	17426224	21	157	4.753260189176723	2	9165	4742295	4.753260189176723	0.0	0.0	1.0	1.0
V:12684188-12684687	24374	499	12684437	0	1	1.0	V:17425975-17426474	33538	499	17426224	21	157	4.753260189176723	1	9164	4741787	4.753260189176723	0.0	0.0	1.0	1.0
V:12739531-12740030	24481	499	12739780	0	1	1.0	V:17111893-17112392	32919	499	17112142	30	128	6.105036835842236	1	8438	4372362	6.105036835842236	0.0	0.0	1.0	1.0
V:12744921-12745420	24491	499	12745170	0	2	1.0	V:17429039-17429538	33544	499	17429288	20	68	3.3403516777134774	2	9053	4684118	3.3403516777134774	0.0	0.0	1.0	1.0
V:12747894-12748393	24497	499	12748143	0	2	1.0	V:17135804-17136303	32966	499	17136053	18	112	3.3403516777134774	1	8469	4387910	3.3403516777134774	0.0	0.0	1.0	1.0
V:12747894-12748393	24497	499	12748143	0	2	1.0	V:17425463-17425962	33537	499	17425712	15	106	5.435447368396396	1	9040	4677569	5.435447368396396	0.0	0.0	1.0	1.0
V:12753022-12753521	24507	499	12753271	0	2	1.0	V:17113893-17114392	32923	499	17114142	68	90	6.105036835842236	2	8416	4360871	6.105036835842236	0.0	0.0	1.0	1.0
V:12785584-12786083	24568	499	12785833	0	2	1.0	V:17136307-17136806	32967	499	17136556	7	58	4.056055638678365	2	8399	4350723	4.056055638678365	0.0	0.0	1.0	1.0
V:12786103-12786512	24569	409	12786307	0	1	1.0	V:17113893-17114392	32923	499	17114142	68	90	6.105036835842236	1	8354	4327835	6.105036835842236	0.0	0.0	1.0	1.0
V:12792183-12792682	24581	499	12792432	0	1	1.0	V:17113393-17113892	32922	499	17113642	66	123	36.76429802727879	1	8341	4321210	36.76429802727879	0.0	0.0	1.0	1.0
V:12808371-12808870	24611	499	12808620	0	2	1.0	V:17429552-17430051	33545	499	17429801	34	122	6.105036835842236	2	8934	4621181	6.105036835842236	0.0	0.0	1.0	1.0
V:12828570-12829069	24647	499	12828819	0	1	1.0	V:17119205-17119704	32933	499	17119454	83	125	26.370450938455516	1	8286	4290635	26.370450938455516	0.0	0.0	1.0	1.0
V:12852343-12852790	24694	447	12852566	0	1	1.0	V:17116846-17117345	32929	499	17117095	28	104	1.827662900458801	1	8235	4264529	1.827662900458801	0.0	0.0	1.0	1.0
V:12870779-12871194	24730	415	12870986	0	1	1.0	V:17113393-17113892	32922	499	17113642	66	123	36.76429802727879	1	8192	4242656	36.76429802727879	0.0	0.0	1.0	1.0
V:12878309-12878808	24743	499	12878558	0	1	1.0	V:17119205-17119704	32933	499	17119454	83	125	26.370450938455516	1	8190	4240896	26.370450938455516	0.0	0.0	1.0	1.0
V:12896811-12897310	24779	499	12897060	0	1	1.0	V:17132786-17133285	32960	499	17133035	51	108	8.68735730398608	1	8181	4235975	8.68735730398608	0.0	0.0	1.0	1.0
V:12908970-12909362	24801	392	12909166	0	1	1.0	V:17133792-17134291	32962	499	17134041	30	156	8.68735730398608	1	8161	4224875	8.68735730398608	0.0	0.0	1.0	1.0
V:12913084-12913583	24809	499	12913333	0	1	1.0	V:17423927-17424426	33534	499	17424176	19	125	8.05400020058745	1	8725	4510843	8.05400020058745	0.0	0.0	1.0	1.0
V:12944552-12945051	24870	499	12944801	0	1	1.0	V:17134295-17134794	32963	499	17134544	33	134	6.105036835842236	1	8093	4189743	6.105036835842236	0.0	0.0	1.0	1.0
V:12955348-12955847	24891	499	12955597	0	1	1.0	V:17117346-17117840	32930	494	17117593	32	83	4.753260189176723	1	8039	4161996	4.753260189176723	0.0	0.0	1.0	1.0
V:13005487-13005986	24988	499	13005736	0	1	1.0	V:17426487-17426986	33539	499	17426736	20	105	4.056055638678365	1	8551	4421000	4.056055638678365	0.0	0.0	1.0	1.0
V:13007639-13008138	24992	499	13007888	0	1	1.0	V:17429552-17430051	33545	499	17429801	34	122	6.105036835842236	1	8553	4421913	6.105036835842236	0.0	0.0	1.0	1.0
V:13011301-13011800	25000	499	13011550	0	1	1.0	V:17431604-17432103	33549	499	17431853	38	93	2.60073134273476	1	8549	4420303	2.60073134273476	0.0	0.0	1.0	1.0
V:13026915-13027355	25028	440	13027135	0	2	1.0	V:17134295-17134794	32963	499	17134544	33	134	6.105036835842236	1	7935	4107409	6.105036835842236	0.0	0.0	1.0	1.0
V:13026915-13027355	25028	440	13027135	0	2	1.0	V:17423927-17424426	33534	499	17424176	19	125	8.05400020058745	1	8506	4397041	8.05400020058745	0.0	0.0	1.0	1.0
V:13046671-13047170	25068	499	13046920	0	2	1.0	V:17424951-17425450	33536	499	17425200	26	129	12.957333377897633	2	8468	4378280	12.957333377897633	0.0	0.0	1.0	1.0
V:13083122-13083621	25137	499	13083371	0	1	1.0	V:17113893-17114392	32923	499	17114142	68	90	6.105036835842236	1	7786	4030771	6.105036835842236	0.0	0.0	1.0	1.0
V:13107730-13108229	25185	499	13107979	0	1	1.0	V:17135301-17135800	32965	499	17135550	26	106	6.105036835842236	1	7780	4027571	6.105036835842236	0.0	0.0	1.0	1.0
V:13115679-13116154	25199	475	13115916	0	1	1.0	V:17113393-17113892	32922	499	17113642	66	123	36.76429802727879	1	7723	3997726	36.76429802727879	0.0	0.0	1.0	1.0
V:13121583-13122082	25211	499	13121832	0	2	1.0	V:17424439-17424938	33535	499	17424688	49	119	4.753260189176723	2	8324	4302856	4.753260189176723	0.0	0.0	1.0	1.0
V:13131002-13131462	25229	460	13131232	0	1	1.0	V:17433656-17434155	33553	499	17433905	34	71	7.413102413009175	1	8324	4302673	7.413102413009175	0.0	0.0	1.0	1.0
V:13136254-13136753	25239	499	13136503	0	1	1.0	V:17424439-17424938	33535	499	17424688	49	119	4.753260189176723	1	8296	4288185	4.753260189176723	0.0	0.0	1.0	1.0
V:13136793-13137292	25240	499	13137042	0	1	1.0	V:17428533-17429032	33543	499	17428782	9	48	4.056055638678365	1	8303	4291740	4.056055638678365	0.0	0.0	1.0	1.0
