name1	idx1	length1	mid1	trans1	cis1	bias1	name2	idx2	length2	mid2	trans2	cis2	bias2	n	d	D	bias	df	expected	p	padj
I:377679-378178	720	499	377928	0	2	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	2	11158	5793780	1.827662900458801	0.0	0.0	1.0	1.0
I:378776-379275	722	499	379025	0	2	1.0	I:6167789-6168171	11871	382	6167980	61	168	3.3403516777134774	2	11149	5788955	3.3403516777134774	0.0	0.0	1.0	1.0
I:387372-387871	739	499	387621	0	1	1.0	I:6166010-6166509	11867	499	6166259	52	139	1.0	1	11128	5778638	1.0	0.0	0.0	1.0	1.0
I:409099-409598	780	499	409348	0	1	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	11101	5764018	4.753260189176723	0.0	0.0	1.0	1.0
I:424977-425476	812	499	425226	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	11066	5746482	1.827662900458801	0.0	0.0	1.0	1.0
I:470357-470856	894	499	470606	0	1	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	1	10979	5698414	4.753260189176723	0.0	0.0	1.0	1.0
I:515580-516079	982	499	515829	0	1	1.0	I:6172793-6173174	11880	381	6172983	83	213	2.60073134273476	1	10898	5657154	2.60073134273476	0.0	0.0	1.0	1.0
I:531582-531957	1016	375	531769	0	1	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	10861	5639337	1.0	0.0	0.0	1.0	1.0
I:536661-537111	1026	450	536886	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	10852	5634822	1.827662900458801	0.0	0.0	1.0	1.0
I:554399-554898	1059	499	554648	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	10805	5609876	5.435447368396396	0.0	0.0	1.0	1.0
I:572579-573078	1094	499	572828	0	1	1.0	I:6166010-6166509	11867	499	6166259	52	139	1.0	1	10773	5593431	1.0	0.0	0.0	1.0	1.0
I:575995-576494	1101	499	576244	0	1	1.0	I:6174041-6174540	11883	499	6174290	13	68	1.827662900458801	1	10782	5598046	1.827662900458801	0.0	0.0	1.0	1.0
I:581594-582093	1112	499	581843	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	10752	5582681	5.435447368396396	0.0	0.0	1.0	1.0
I:608727-609226	1165	499	608976	0	1	1.0	I:6170344-6170843	11876	499	6170593	52	206	5.435447368396396	1	10711	5561617	5.435447368396396	0.0	0.0	1.0	1.0
I:1000723-1001222	1923	499	1000972	0	2	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	9941	5163552	5.435447368396396	0.0	0.0	1.0	1.0
I:1000723-1001222	1923	499	1000972	0	2	1.0	I:15058775-15059227	28953	452	15059001	178	463	9.313881679713154	1	27030	14058029	9.313881679713154	0.0	0.0	1.0	1.0
I:1020305-1020804	1962	499	1020554	0	1	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	1	9901	5143593	12.957333377897633	0.0	0.0	1.0	1.0
I:1051716-1052130	2022	414	1051923	0	1	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	9855	5119183	1.0	0.0	0.0	1.0	1.0
I:1062402-1062894	2043	492	1062648	0	1	1.0	I:15058323-15058774	28952	451	15058548	71	126	6.7638035170829465	1	26909	13995900	6.7638035170829465	0.0	0.0	1.0	1.0
I:1069527-1069909	2057	382	1069718	0	1	1.0	I:6172793-6173174	11880	381	6172983	83	213	2.60073134273476	1	9823	5103265	2.60073134273476	0.0	0.0	1.0	1.0
I:1074543-1075042	2067	499	1074792	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	9801	5092003	2.60073134273476	0.0	0.0	1.0	1.0
I:1097972-1098471	2113	499	1098221	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	9765	5073487	1.827662900458801	0.0	0.0	1.0	1.0
I:1229158-1229606	2365	448	1229382	0	1	1.0	I:6170344-6170843	11876	499	6170593	52	206	5.435447368396396	1	9511	4941211	5.435447368396396	0.0	0.0	1.0	1.0
I:1230303-1230737	2367	434	1230520	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	9497	4934004	5.435447368396396	0.0	0.0	1.0	1.0
I:1240698-1241197	2387	499	1240947	0	1	1.0	I:6167789-6168171	11871	382	6167980	61	168	3.3403516777134774	1	9484	4927033	3.3403516777134774	0.0	0.0	1.0	1.0
I:1249860-1250359	2405	499	1250109	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	9473	4921599	1.827662900458801	0.0	0.0	1.0	1.0
I:1270339-1270838	2443	499	1270588	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	9421	4893936	5.435447368396396	0.0	0.0	1.0	1.0
I:1315373-1315872	2527	499	1315622	0	2	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	2	9350	4855484	1.0	0.0	0.0	1.0	1.0
I:1341998-1342497	2578	499	1342247	0	1	1.0	I:6168205-6168704	11872	499	6168454	61	152	4.056055638678365	1	9294	4826207	4.056055638678365	0.0	0.0	1.0	1.0
I:1361125-1361624	2615	499	1361374	0	2	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	2	9263	4810334	1.827662900458801	0.0	0.0	1.0	1.0
I:1362578-1363077	2618	499	1362827	0	1	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	1	9252	4804786	1.0	0.0	0.0	1.0	1.0
I:1435059-1435486	2758	427	1435272	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	9110	4731523	2.60073134273476	0.0	0.0	1.0	1.0
I:1467928-1468427	2822	499	1468177	0	1	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	9055	4702929	1.0	0.0	0.0	1.0	1.0
I:1554199-1554698	2990	499	1554448	0	1	1.0	I:6167789-6168171	11871	382	6167980	61	168	3.3403516777134774	1	8881	4613532	3.3403516777134774	0.0	0.0	1.0	1.0
I:1573547-1574046	3028	499	1573796	0	2	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	2	8850	4597912	1.827662900458801	0.0	0.0	1.0	1.0
I:1584413-1584912	3047	499	1584662	0	1	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	1	8823	4582951	1.0	0.0	0.0	1.0	1.0
I:1592757-1593256	3063	499	1593006	0	2	1.0	I:6174041-6174540	11883	499	6174290	13	68	1.827662900458801	2	8820	4581284	1.827662900458801	0.0	0.0	1.0	1.0
I:1612494-1612993	3102	499	1612743	0	1	1.0	I:6173558-6174040	11882	482	6173799	57	146	4.753260189176723	1	8780	4561056	4.753260189176723	0.0	0.0	1.0	1.0
I:1628461-1628960	3133	499	1628710	0	1	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	1	8730	4535437	12.957333377897633	0.0	0.0	1.0	1.0
I:1632214-1632713	3140	499	1632463	0	2	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	8728	4534332	2.60073134273476	0.0	0.0	1.0	1.0
I:1648210-1648709	3171	499	1648459	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	8697	4518336	2.60073134273476	0.0	0.0	1.0	1.0
I:1668942-1669441	3211	499	1669191	0	1	1.0	I:6172793-6173174	11880	381	6172983	83	213	2.60073134273476	1	8669	4503792	2.60073134273476	0.0	0.0	1.0	1.0
I:1670026-1670525	3213	499	1670275	0	2	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	2	8655	4496520	2.60073134273476	0.0	0.0	1.0	1.0
I:1684478-1684977	3241	499	1684727	0	1	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	1	8622	4479420	12.957333377897633	0.0	0.0	1.0	1.0
I:1698345-1698844	3267	499	1698594	0	1	1.0	I:6173558-6174040	11882	482	6173799	57	146	4.753260189176723	1	8615	4475205	4.753260189176723	0.0	0.0	1.0	1.0
I:1763931-1764430	3393	499	1764180	0	2	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	2	8471	4400344	5.435447368396396	0.0	0.0	1.0	1.0
I:1766436-1766935	3398	499	1766685	0	1	1.0	I:6168205-6168704	11872	499	6168454	61	152	4.056055638678365	1	8474	4401769	4.056055638678365	0.0	0.0	1.0	1.0
I:1775019-1775518	3415	499	1775268	0	1	1.0	I:6172793-6173174	11880	381	6172983	83	213	2.60073134273476	1	8465	4397715	2.60073134273476	0.0	0.0	1.0	1.0
I:1780606-1781105	3425	499	1780855	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	8453	4390853	1.827662900458801	0.0	0.0	1.0	1.0
I:1823448-1823927	3507	479	1823687	0	1	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	8374	4349679	4.753260189176723	0.0	0.0	1.0	1.0
I:1867907-1868406	3592	499	1868156	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	8276	4298639	2.60073134273476	0.0	0.0	1.0	1.0
I:1873684-1874183	3602	499	1873933	0	1	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	1	8261	4290214	12.957333377897633	0.0	0.0	1.0	1.0
I:1945598-1946097	3743	499	1945847	0	2	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	2	8130	4223173	4.753260189176723	0.0	0.0	1.0	1.0
I:2016122-2016621	3884	499	2016371	0	2	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	2	7980	4148153	5.435447368396396	0.0	0.0	1.0	1.0
I:2017702-2018201	3887	499	2017951	0	1	1.0	I:6166010-6166509	11867	499	6166259	52	139	1.0	1	7980	4148308	1.0	0.0	0.0	1.0	1.0
I:2068268-2068767	3983	499	2068517	0	2	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	2	7881	4096007	5.435447368396396	0.0	0.0	1.0	1.0
I:2204585-2205084	4247	499	2204834	0	1	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	1	7626	3964186	4.753260189176723	0.0	0.0	1.0	1.0
I:2217468-2217967	4272	499	2217717	0	1	1.0	I:6169818-6170317	11875	499	6170067	46	121	5.435447368396396	1	7603	3952350	5.435447368396396	0.0	0.0	1.0	1.0
I:2224072-2224571	4285	499	2224321	0	1	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	1	7588	3944699	4.753260189176723	0.0	0.0	1.0	1.0
I:2259745-2260244	4356	499	2259994	0	1	1.0	I:6169305-6169804	11874	499	6169554	64	143	1.827662900458801	1	7518	3909560	1.827662900458801	0.0	0.0	1.0	1.0
I:2290979-2291402	4417	423	2291190	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	7461	3880518	1.827662900458801	0.0	0.0	1.0	1.0
I:2307986-2308446	4449	460	2308216	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	7419	3858579	2.60073134273476	0.0	0.0	1.0	1.0
I:2383927-2384426	4597	499	2384176	0	1	1.0	I:6173558-6174040	11882	482	6173799	57	146	4.753260189176723	1	7285	3789623	4.753260189176723	0.0	0.0	1.0	1.0
I:2430486-2430985	4688	499	2430735	0	1	1.0	I:6164772-6165271	11865	499	6165021	37	135	1.0	1	7177	3734286	1.0	0.0	0.0	1.0	1.0
I:2437395-2437894	4701	499	2437644	0	1	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	7180	3735722	4.753260189176723	0.0	0.0	1.0	1.0
I:2462494-2462993	4751	499	2462743	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	7127	3708965	1.827662900458801	0.0	0.0	1.0	1.0
I:2481980-2482479	4789	499	2482229	0	2	1.0	I:6168205-6168704	11872	499	6168454	61	152	4.056055638678365	2	7083	3686225	4.056055638678365	0.0	0.0	1.0	1.0
I:2497635-2498134	4820	499	2497884	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	7048	3668911	2.60073134273476	0.0	0.0	1.0	1.0
I:2571372-2571776	4966	404	2571574	0	2	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	2	6912	3600134	1.827662900458801	0.0	0.0	1.0	1.0
I:2589445-2589910	5000	465	2589677	0	2	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	6864	3574847	5.435447368396396	0.0	0.0	1.0	1.0
I:2589445-2589910	5000	465	2589677	0	2	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	6881	3583689	4.753260189176723	0.0	0.0	1.0	1.0
I:2598350-2598756	5017	406	2598553	0	1	1.0	I:6167020-6167437	11869	417	6167228	74	236	4.753260189176723	1	6852	3568675	4.753260189176723	0.0	0.0	1.0	1.0
I:2605219-2605718	5030	499	2605468	0	1	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	6851	3567898	4.753260189176723	0.0	0.0	1.0	1.0
I:2622265-2622764	5063	499	2622514	0	1	1.0	I:6166010-6166509	11867	499	6166259	52	139	1.0	1	6804	3543745	1.0	0.0	0.0	1.0	1.0
I:2652593-2653092	5121	499	2652842	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	6743	3511682	5.435447368396396	0.0	0.0	1.0	1.0
I:2671891-2672390	5155	499	2672140	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	6713	3494655	2.60073134273476	0.0	0.0	1.0	1.0
I:2675928-2676427	5163	499	2676177	0	1	1.0	I:6164772-6165271	11865	499	6165021	37	135	1.0	1	6702	3488844	1.0	0.0	0.0	1.0	1.0
I:2681326-2681825	5172	499	2681575	0	1	1.0	I:6170344-6170843	11876	499	6170593	52	206	5.435447368396396	1	6704	3489018	5.435447368396396	0.0	0.0	1.0	1.0
I:2688693-2689192	5187	499	2688942	0	4	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	6677	3475582	5.435447368396396	0.0	0.0	1.0	1.0
I:2688693-2689192	5187	499	2688942	0	4	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	6681	3477853	2.60073134273476	0.0	0.0	1.0	1.0
I:2689232-2689731	5188	499	2689481	0	3	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	2	6680	3477314	2.60073134273476	0.0	0.0	1.0	1.0
I:2689232-2689731	5188	499	2689481	0	3	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	6689	3481625	1.0	0.0	0.0	1.0	1.0
I:2703115-2703614	5215	499	2703364	0	1	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	6662	3467742	1.0	0.0	0.0	1.0	1.0
I:2708150-2708649	5224	499	2708399	0	2	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	2	6646	3459214	1.0	0.0	0.0	1.0	1.0
I:2744780-2745279	5295	499	2745029	0	1	1.0	I:6164772-6165271	11865	499	6165021	37	135	1.0	1	6570	3419992	1.0	0.0	0.0	1.0	1.0
I:2752003-2752502	5309	499	2752252	0	2	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	2	6572	3421114	4.753260189176723	0.0	0.0	1.0	1.0
I:2755430-2755829	5315	399	2755629	0	1	1.0	I:6173558-6174040	11882	482	6173799	57	146	4.753260189176723	1	6567	3418170	4.753260189176723	0.0	0.0	1.0	1.0
I:2803456-2803955	5406	499	2803705	0	2	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	2	6457	3360442	12.957333377897633	0.0	0.0	1.0	1.0
I:2808941-2809440	5417	499	2809190	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	6451	3357605	2.60073134273476	0.0	0.0	1.0	1.0
I:2817941-2818425	5435	484	2818183	0	1	1.0	I:6164772-6165271	11865	499	6165021	37	135	1.0	1	6430	3346838	1.0	0.0	0.0	1.0	1.0
I:2833142-2833641	5464	499	2833391	0	3	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	6404	3333404	2.60073134273476	0.0	0.0	1.0	1.0
I:2833142-2833641	5464	499	2833391	0	3	1.0	I:6167020-6167437	11869	417	6167228	74	236	4.753260189176723	2	6405	3333837	4.753260189176723	0.0	0.0	1.0	1.0
I:2835631-2836082	5468	451	2835856	0	1	1.0	I:6167789-6168171	11871	382	6167980	61	168	3.3403516777134774	1	6403	3332124	3.3403516777134774	0.0	0.0	1.0	1.0
I:2852154-2852653	5496	499	2852403	0	1	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	1	6377	3316617	4.753260189176723	0.0	0.0	1.0	1.0
I:2856270-2856769	5504	499	2856519	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	6364	3310276	2.60073134273476	0.0	0.0	1.0	1.0
I:2860952-2861451	5512	499	2861201	0	2	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	2	6369	3312165	4.753260189176723	0.0	0.0	1.0	1.0
I:2875414-2875805	5539	391	2875609	0	1	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	1	6324	3288538	12.957333377897633	0.0	0.0	1.0	1.0
I:2882541-2883040	5553	499	2882790	0	1	1.0	I:6165391-6165890	11866	499	6165640	52	161	8.05400020058745	1	6313	3282850	8.05400020058745	0.0	0.0	1.0	1.0
I:2893973-2894472	5575	499	2894222	0	1	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	6302	3276884	1.0	0.0	0.0	1.0	1.0
I:2908066-2908565	5603	499	2908315	0	1	1.0	I:6165391-6165890	11866	499	6165640	52	161	8.05400020058745	1	6263	3257325	8.05400020058745	0.0	0.0	1.0	1.0
I:2916583-2917082	5620	499	2916832	0	1	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	1	6253	3252188	4.753260189176723	0.0	0.0	1.0	1.0
I:2927949-2928448	5643	499	2928198	0	1	1.0	I:6172793-6173174	11880	381	6172983	83	213	2.60073134273476	1	6237	3244785	2.60073134273476	0.0	0.0	1.0	1.0
I:2935485-2935984	5658	499	2935734	0	2	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	2	6219	3235372	1.0	0.0	0.0	1.0	1.0
I:2939024-2939523	5665	499	2939273	0	1	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	1	6205	3228340	1.0	0.0	0.0	1.0	1.0
I:2956611-2957110	5700	499	2956860	0	1	1.0	I:6169305-6169804	11874	499	6169554	64	143	1.827662900458801	1	6174	3212694	1.827662900458801	0.0	0.0	1.0	1.0
I:3010240-3010739	5802	499	3010489	0	2	1.0	I:6164772-6165271	11865	499	6165021	37	135	1.0	2	6063	3154532	1.0	0.0	0.0	1.0	1.0
I:3012598-3013097	5806	499	3012847	0	1	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	1	6064	3154766	1.0	0.0	0.0	1.0	1.0
I:3018108-3018607	5817	499	3018357	0	2	1.0	I:6165391-6165890	11866	499	6165640	52	161	8.05400020058745	2	6049	3147283	8.05400020058745	0.0	0.0	1.0	1.0
I:3019142-3019641	5819	499	3019391	0	1	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	6062	3153975	4.753260189176723	0.0	0.0	1.0	1.0
I:3029626-3030125	5839	499	3029875	0	1	1.0	I:6169305-6169804	11874	499	6169554	64	143	1.827662900458801	1	6035	3139679	1.827662900458801	0.0	0.0	1.0	1.0
I:3030638-3031137	5841	499	3030887	0	1	1.0	I:6167789-6168171	11871	382	6167980	61	168	3.3403516777134774	1	6030	3137093	3.3403516777134774	0.0	0.0	1.0	1.0
I:3077929-3078428	5933	499	3078178	0	2	1.0	I:6168205-6168704	11872	499	6168454	61	152	4.056055638678365	2	5939	3090276	4.056055638678365	0.0	0.0	1.0	1.0
I:3079432-3079931	5936	499	3079681	0	2	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	2	5927	3084466	12.957333377897633	0.0	0.0	1.0	1.0
I:3095088-3095587	5967	499	3095337	0	1	1.0	I:6165391-6165890	11866	499	6165640	52	161	8.05400020058745	1	5899	3070303	8.05400020058745	0.0	0.0	1.0	1.0
I:3100748-3101247	5978	499	3100997	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	5886	3063527	5.435447368396396	0.0	0.0	1.0	1.0
I:3101625-3102073	5979	448	3101849	0	1	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	1	5891	3065764	1.0	0.0	0.0	1.0	1.0
I:3127546-3128045	6029	499	3127795	0	2	1.0	I:6168771-6169270	11873	499	6169020	46	129	4.753260189176723	2	5844	3041225	4.753260189176723	0.0	0.0	1.0	1.0
I:3150626-3151125	6073	499	3150875	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	5805	3020833	1.827662900458801	0.0	0.0	1.0	1.0
I:3153953-3154452	6079	499	3154202	0	1	1.0	I:6170857-6171356	11877	499	6171106	123	431	1.0	1	5798	3016904	1.0	0.0	0.0	1.0	1.0
I:3196280-3196779	6162	499	3196529	0	1	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	1	5716	2975179	1.827662900458801	0.0	0.0	1.0	1.0
I:3203411-3203910	6176	499	3203660	0	2	1.0	I:6170344-6170843	11876	499	6170593	52	206	5.435447368396396	2	5700	2966933	5.435447368396396	0.0	0.0	1.0	1.0
I:3267421-3267920	6303	499	3267670	0	2	1.0	I:6171459-6171958	11878	499	6171708	127	426	1.827662900458801	2	5575	2904038	1.827662900458801	0.0	0.0	1.0	1.0
I:3332593-3333092	6427	499	3332842	0	1	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	5454	2840524	4.753260189176723	0.0	0.0	1.0	1.0
I:3374452-3374951	6508	499	3374701	0	2	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	2	5360	2792094	2.60073134273476	0.0	0.0	1.0	1.0
I:3382547-3383046	6523	499	3382796	0	1	1.0	I:6172126-6172625	11879	499	6172375	46	127	2.60073134273476	1	5356	2789579	2.60073134273476	0.0	0.0	1.0	1.0
I:3385105-3385604	6528	499	3385354	0	2	1.0	I:6172793-6173174	11880	381	6172983	83	213	2.60073134273476	2	5352	2787629	2.60073134273476	0.0	0.0	1.0	1.0
I:3405537-3406036	6568	499	3405786	0	1	1.0	I:6166010-6166509	11867	499	6166259	52	139	1.0	1	5299	2760473	1.0	0.0	0.0	1.0	1.0
I:3417870-3418369	6592	499	3418119	0	1	1.0	I:6166571-6167019	11868	448	6166795	140	530	2.60073134273476	1	5276	2748676	2.60073134273476	0.0	0.0	1.0	1.0
I:3425783-3426282	6607	499	3426032	0	2	1.0	I:6169818-6170317	11875	499	6170067	46	121	5.435447368396396	2	5268	2744035	5.435447368396396	0.0	0.0	1.0	1.0
I:3438007-3438477	6631	470	3438242	0	1	1.0	I:6167789-6168171	11871	382	6167980	61	168	3.3403516777134774	1	5240	2729738	3.3403516777134774	0.0	0.0	1.0	1.0
I:3460913-3461412	6676	499	3461162	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	5188	2703362	5.435447368396396	0.0	0.0	1.0	1.0
I:3487077-3487576	6726	499	3487326	0	1	1.0	I:6170344-6170843	11876	499	6170593	52	206	5.435447368396396	1	5150	2683267	5.435447368396396	0.0	0.0	1.0	1.0
I:3495248-3495747	6742	499	3495497	0	2	1.0	I:6170344-6170843	11876	499	6170593	52	206	5.435447368396396	2	5134	2675096	5.435447368396396	0.0	0.0	1.0	1.0
I:3514221-3514720	6779	499	3514470	0	2	1.0	I:6163960-6164335	11863	375	6164147	794	751	12.957333377897633	1	5084	2649677	12.957333377897633	0.0	0.0	1.0	1.0
I:3514221-3514720	6779	499	3514470	0	2	1.0	I:6173175-6173557	11881	382	6173366	111	406	4.753260189176723	1	5102	2658896	4.753260189176723	0.0	0.0	1.0	1.0
I:3516201-3516700	6782	499	3516450	0	1	1.0	I:6173558-6174040	11882	482	6173799	57	146	4.753260189176723	1	5100	2657349	4.753260189176723	0.0	0.0	1.0	1.0
I:3516702-3517201	6783	499	3516951	0	1	1.0	I:6166010-6166509	11867	499	6166259	52	139	1.0	1	5084	2649308	1.0	0.0	0.0	1.0	1.0
I:3530828-3531327	6811	499	3531077	0	1	1.0	I:6167438-6167788	11870	350	6167613	89	360	1.0	1	5059	2636536	1.0	0.0	0.0	1.0	1.0
I:3559912-3560411	6868	499	3560161	0	1	1.0	I:6164336-6164712	11864	376	6164524	203	475	5.435447368396396	1	4996	2604363	5.435447368396396	0.0	0.0	1.0	1.0
I:3598112-3598611	6944	499	3598361	0	1	1.0	I:6173558-6174040	11882	482	6173799	57	146	4.753260189176723	2	4938	2575438	4.753260189176723	0.0	0.0	1.0	1.0
I:3626953-3627452	6999	499	3627202	0	2	1.0	I:6168205-6168704	11872	499	6168454	61	152	4.056055638678365	2	4873	2541252	4.056055638678365	0.0	0.0	1.0	1.0
